RowIndex,Tag,Name,AnimationSpeed,Text,ChildrenJSON
130,Sticker,#123,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""122_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""122_01""}}]"
131,Sticker,#124,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""123_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""123_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""123_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""123_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""123_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""123_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""123_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""123_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""123_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""123_09""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""123_10""}}]"
132,Sticker,#125,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""124_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""124_01""}}]"
133,Sticker,#126,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""125_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""125_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""125_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""125_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""125_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""125_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""125_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""125_07""}}]"
134,Sticker,#127,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""126_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""126_01""}}]"
135,Sticker,#128,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""127_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""127_01""}}]"
136,Sticker,#129,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""128_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""128_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""128_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""128_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""128_04""}}]"
137,Sticker,#130,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""129_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""129_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""129_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""129_03""}}]"
138,Sticker,#131,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""130_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""130_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""130_02""}}]"
139,Sticker,#132,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""131_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""131_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""131_02""}}]"
140,Sticker,#133,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""132_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""132_01""}}]"
141,Sticker,#134,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""133_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""133_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""133_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""133_03""}}]"
142,Sticker,#135,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""134_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""134_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""134_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""134_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""134_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""134_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""134_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""134_07""}}]"
143,Sticker,#136,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""135_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""135_01""}}]"
144,Sticker,#137,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""136_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""136_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""136_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""136_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""136_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""136_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""136_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""136_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""136_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""136_09""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""136_10""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""136_11""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""136_12""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""136_13""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""136_14""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""136_15""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""136_16""}}]"
145,Sticker,#138,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""137_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""137_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""137_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""137_03""}}]"
146,Sticker,#139,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""138_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""138_01""}}]"
147,Sticker,#140,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""139_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""139_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""139_02""}}]"
148,Sticker,#141,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""140_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""140_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""140_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""140_03""}}]"
149,Sticker,#142,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""141_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""141_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""141_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""141_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""141_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""141_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""141_06""}}]"
150,Sticker,#143,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""142_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""142_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""142_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""142_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""142_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""142_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""142_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""142_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""142_08""}}]"
151,Sticker,#144,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""143_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""143_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""143_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""143_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""143_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""143_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""143_06""}}]"
152,Sticker,#145,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""144_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""144_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""144_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""144_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""144_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""144_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""144_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""144_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""144_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""144_09""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""144_10""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""144_11""}}]"
153,Sticker,#146,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""145_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""145_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""145_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""145_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""145_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""145_05""}}]"
154,Sticker,#147,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""146_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""146_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""146_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""146_03""}}]"
155,Sticker,#148,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""147_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""147_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""147_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""147_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""147_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""147_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""147_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""147_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""147_08""}}]"
156,Sticker,#149,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""148_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""148_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""148_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""148_03""}}]"
157,Sticker,#150,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""149_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""149_01""}}]"
158,Sticker,#151,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""150_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""150_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""150_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""150_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""150_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""150_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""150_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""150_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""150_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""150_09""}}]"
159,Sticker,#152,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""151_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""151_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""151_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""151_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""151_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""151_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""151_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""151_07""}}]"
160,Sticker,#153,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""152_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""152_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""152_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""152_03""}}]"
161,Sticker,#154,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""153_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""153_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""153_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""153_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""153_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""153_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""153_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""153_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""153_08""}}]"
162,Sticker,#155,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""154_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""154_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""154_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""154_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""154_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""154_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""154_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""154_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""154_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""154_09""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""154_10""}}]"
163,Sticker,#156,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""155_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""155_01""}}]"
164,Sticker,#157,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""156_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""156_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""156_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""156_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""156_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""156_05""}}]"
165,Sticker,#158,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""157_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""157_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""157_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""157_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""157_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""157_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""157_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""157_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""157_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""157_09""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""157_10""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""157_11""}}]"
166,Sticker,#159,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""158_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""158_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""158_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""158_03""}}]"
167,Sticker,#160,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""159_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""159_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""159_02""}}]"
168,Sticker,#161,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""160_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""160_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""160_02""}}]"
169,Sticker,#162,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""161_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""161_01""}}]"
170,Sticker,#163,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""162_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""162_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""162_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""162_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""162_04""}}]"
171,Sticker,#164,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""163_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""163_01""}}]"
172,Sticker,#165,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""164_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""164_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""164_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""164_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""164_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""164_05""}}]"
173,Sticker,#166,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""165_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""165_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""165_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""165_03""}}]"
174,Sticker,#167,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""166_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""166_01""}}]"
175,Sticker,#168,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""167_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""167_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""167_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""167_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""167_04""}}]"
176,Sticker,#169,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""168_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""168_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""168_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""168_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""168_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""168_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""168_06""}}]"
177,Sticker,#170,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""169_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""169_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""169_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""169_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""169_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""169_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""169_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""169_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""169_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""169_09""}}]"
178,Sticker,#171,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""170_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""170_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""170_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""170_03""}}]"
179,Sticker,#172,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""171_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""171_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""171_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""171_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""171_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""171_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""171_06""}}]"
180,Sticker,#173,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""172_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""172_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""172_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""172_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""172_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""172_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""172_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""172_08""}}]"
181,Sticker,#174,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""173_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""173_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""173_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""173_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""173_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""173_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""173_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""173_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""173_09""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""173_10""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""173_11""}}]"
182,Sticker,#175,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""174_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""174_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""174_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""174_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""174_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""174_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""174_07""}}]"
183,Sticker,#176,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""175_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""175_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""175_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""175_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""175_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""175_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""175_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""175_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""175_09""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""175_10""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""175_11""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""175_12""}}]"
184,Sticker,#177,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""176_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""176_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""176_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""176_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""176_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""176_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""176_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""176_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""176_09""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""176_10""}}]"
185,Sticker,#178,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""177_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""177_02""}}]"
186,Sticker,#179,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""178_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""178_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""178_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""178_04""}}]"
187,Sticker,#180,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""179_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""179_02""}}]"
188,Sticker,#181,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""180_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""180_02""}}]"
189,Sticker,#182,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""181_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""181_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""181_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""181_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""181_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""181_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""181_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""181_08""}}]"
190,Sticker,#183,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""182_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""182_02""}}]"
191,Sticker,#184,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""183_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""183_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""183_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""183_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""183_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""183_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""183_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""183_08""}}]"
192,Sticker,#185,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""184_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""184_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""184_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""184_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""184_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""184_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""184_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""184_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""184_09""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""184_10""}}]"
193,Sticker,#186,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""185_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""185_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""185_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""185_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""185_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""185_06""}}]"
194,Sticker,#187,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""186_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""186_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""186_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""186_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""186_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""186_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""186_07""}}]"
