ID,Name,Icon,TypeDesc,TargetType,ItemLevel,RequireLevel,BasePrice,SellPrice,Throwable,Sellable,Bound,Stack,MaxUsageTimes,DurationHour,ExtraHint,ProgressTime,ProgressTick,MaxUsageTimesPerDay
30202047,Yến Hành Tinh,MenpaiGoods_10,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202048,Thần Hành Tinh,MenpaiGoods_11,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202049,Tiểu Phật Xá Lợi,MenpaiGoods_1,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202050,Đại Phật Xá Lợi,MenpaiGoods_2,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202051,Di Lặc Xá Lợi,MenpaiGoods_3,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202052,Thiểm Tỵ Trung,MenpaiGoods_15,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202053,Đóa Thiểm Trung,MenpaiGoods_16,Dược phẩm,Self,4,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202054,Bồ Đề Xá Lợi,MenpaiGoods_3,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202055,La Hán Xá Lợi,MenpaiGoods_4,Dược phẩm,Self,4,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202056,Tinh Luyện Hỏa,MenpaiGoods_5,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202057,Xích Luyện Hỏa,MenpaiGoods_6,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202058,Thần Luyện Hỏa,MenpaiGoods_7,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202059,Huyền Phòng Trùng Tửu,Medicine2_11,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202060,Huyền Phòng Dược Tửu,Medicine2_12,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202061,Huyền Phòng Sà Tửu,CircularTaskTool5_14,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202062,Hoa Tử Trùng Tửu,TaskTools5_9,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202063,Hoa Tử Sà Tửu,TaskTools1_5,Dược phẩm,Self,4,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202064,Chướng Khí Độc,OtherTools1_8,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202065,Hàn Thấp Độc,OtherTools1_9,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202066,Vân Khí Độc,OtherTools1_10,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202067,Đồng Bì Đan,Medicine2_10,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202068,Thiết Bì Đan,Medicine2_5,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202069,Long Cốt Đan,Medicine2_6,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202070,Viễn Sơn Thiệp,Charm_1,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202071,Lưu Vân Thiệp,Charm_9,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202072,Tàn Dương Thiệp,Charm_10,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202073,Thủy Kính Phù,Charm_4,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202074,Hàn Băng Phù,Charm_7,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202075,Huyền Băng Phù,Charm_8,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202076,Tỵ Điện Phù,Charm_4,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202077,Tỵ Lôi Phù,Charm_7,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202078,Vô Điện Phù,Charm_8,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202079,Tỵ Hỏa Phù,Charm_4,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202080,Tỵ Viêm Phù,Charm_7,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202081,Tỵ Diệm Phù,Charm_8,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202082,Tỵ Độc Phù,Charm_4,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202083,Tỵ Chướng Phù,Charm_7,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202084,Tỵ Quỷ Phù,Charm_8,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202088,Vi Phong Thiệp,Charm_1,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202089,Tật Phong Thiệp,Charm_9,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202090,Cuồng Phong Thiệp,Charm_10,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202091,Từ Bi Tinh,MenpaiGoods_9,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202092,Cam Lâm Tinh,MenpaiGoods_10,Dược phẩm,Self,4,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202093,Phổ ĐộTinh,MenpaiGoods_11,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202094,Hoạt Băng Tinh,MenpaiGoods_9,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202095,Tuyết Băng Tinh,MenpaiGoods_10,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203001,Thủy Hàn Phù,Charm_4,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30203002,Băng Hàn Phù,Charm_7,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203003,Thiên Hàn Phù,Charm_8,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203004,Tiểu Băng Tinh,MenpaiGoods_9,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30203005,Hải Băng Tinh,MenpaiGoods_10,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203006,Thiên Băng Tinh,MenpaiGoods_11,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203007,Phật Đà Xá Lợi,MenpaiGoods_1,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30203008,Đại Đà Xá Lợi,MenpaiGoods_2,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203009,Phật Minh Xá Lợi,MenpaiGoods_3,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203010,Huy Huyền Đan,Medicine2_10,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30203011,Tinh Huyền Đan,Medicine2_5,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203012,Nguyệt Huyền Đan,Medicine2_6,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203013,Liệt Hỏa,MenpaiGoods_5,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30203014,Chân Hỏa,MenpaiGoods_6,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203015,Thánh Hỏa,MenpaiGoods_7,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203016,Điện Hỏa Thiệp,Charm_1,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30203017,Lôi Hỏa Thiệp,Charm_9,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203018,Thiên Hoả Thiệp,Charm_10,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203019,Trùng Độc,OtherTools1_8,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30203020,Thi Độc,OtherTools1_9,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203021,Quỷ Độc,OtherTools1_10,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203022,Hoa Tử Tri Thù Tửu,Medicine2_11,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30203023,Hoa Tử Độc Hát Tửu,Medicine2_12,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203024,Hoa Tử Độc Xà Tửu,FightSkillGaiBang1_16,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203025,Địa Hoả,MenpaiGoods_5,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30203026,Thiên Hoả,MenpaiGoods_6,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203027,Minh Hoả,MenpaiGoods_7,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203028,Nhân Ý Thiệp,Charm_1,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30203029,Địa Ý Thiệp,Charm_9,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203030,Thiên Ý Thiệp,Charm_10,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203031,Mịch Nhân Tinh,MenpaiGoods_9,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30203032,Mịch Vật Tinh,MenpaiGoods_10,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203033,Mịch TâmTinh,MenpaiGoods_11,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203034,Ưng Nhãn Trung,MenpaiGoods_13,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30203035,Thiên Nhãn Trung,MenpaiGoods_14,Dược phẩm,Self,1,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203036,Thần Nhãn Trung,MenpaiGoods_15,Dược phẩm,Self,2,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203037,Lạc Huyền Đan,Medicine4_13,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203038,Toái Huyền Đan,Medicine4_13,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203039,Thối Thần Hỏa,Medicine4_11,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203040,Diệt Thiên Hỏa,Medicine4_11,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203041,Phệ tâm độc,Medicine4_12,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203042,Phụ Cốt Độc,Medicine4_12,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203043,Băng Huyền Tinh,Medicine4_10,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203044,Sương Nguyệt Tinh,Medicine4_10,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203045,Tẩu Tốt Binh Phù,Medicine5_9,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30203046,Hành Quân Binh Phù,Medicine5_7,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203047,Chiến Cổ Binh Phù,Medicine5_8,Dược phẩm,Self,3,20,4328,1082,true,true,false,5000,-1,-1,,-1,-1,
30203048,Lệ Khí Binh Phù,Medicine5_11,Dược phẩm,Self,4,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203049,Tướng Lệnh Binh Phù,Medicine5_10,Dược phẩm,Self,5,40,7314,1828,true,true,false,5000,-1,-1,,-1,-1,
30203050,Tam Tài Binh Phù,Medicine5_3,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30203051,Lục Hợp Binh Phù,Medicine5_2,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203052,Bát Quái Binh Phù,Medicine5_5,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203053,Ngự Địch Binh Phù,Medicine5_4,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30203054,Thuẫn Phòng Binh Phù,Medicine5_6,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203055,Kết Trận Binh Phù,Medicine5_1,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30203056,Xung Kích Binh Phù,Medicine5_13,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30203057,Phá Quân Binh Phù,Medicine5_14,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30203058,Sát Trận Binh Phù,Medicine5_15,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30505214,Thiên linh đan,Cloth3_1,Dược phẩm,Self,9,1,4,1,true,true,true,5000,-1,-1,,-1,-1,
31000000,Kim đan Hồ Lô,Cloth2_4,Dược phẩm,Self,10,10,4,1,true,false,false,1,200,-1,,-1,-1,
31000001,Tiên đan hồ lô,Cloth2_5,Dược phẩm,Self,10,10,4,1,true,false,false,1,25,-1,,-1,-1,
31000002,Ngọc dịch tịnh bình,Cloth2_6,Dược phẩm,Self,10,10,4,1,true,false,false,1,500,-1,,-1,-1,
31000003,Tiên lộ tịnh bình,Cloth2_7,Dược phẩm,Self,10,10,4,1,true,false,false,1,20,-1,,-1,-1,
31000004,Tiên thiên quy tâm đan,Charm3_3,Dược phẩm,Self,10,10,4,1,true,false,false,1,20,-1,,-1,-1,
31000005,Kim đan Hồ Lô,Cloth2_4,Dược phẩm,Self,10,10,4,1,true,false,true,1,200,-1,,-1,-1,
31000006,Ngân Đan Hồ Lô,Icons03_1,Dược phẩm,Self,10,10,4,1,true,false,true,1,65,-1,,-1,-1,
31000007,Ngọc Dịch Bảo Bình,Cloth2_6,Dược phẩm,Self,10,10,4,1,true,false,true,1,50,-1,,-1,-1,
31000008,Ngọc dịch tịnh bình,Cloth2_6,Dược phẩm,Self,10,10,4,1,true,false,true,1,500,-1,,-1,-1,
31000017,Vương Mẫu Tiên Đan,Medicine3_13,Dược phẩm,Self,10,1,40000,10000,true,true,false,5000,-1,-1,,-1,-1,
30602001,Thịt tươi,Meet_1,Thức ăn trân thú,PetMeat,1,1,12,3,true,true,false,5000,-1,-1,,-1,-1,
30602002,Thịt nạc,Meet_2,Thức ăn trân thú,PetMeat,2,1,32,8,true,true,false,5000,-1,-1,,-1,-1,
30602003,Khuỷu chân trước,Meet_3,Thức ăn trân thú,PetMeat,3,1,57,14,true,true,false,5000,-1,-1,,-1,-1,
30602004,Khuỷu chân sau,Meet_4,Thức ăn trân thú,PetMeat,4,1,88,22,true,true,false,5000,-1,-1,,-1,-1,
30602005,Thịt đùi trước,Meet_6,Thức ăn trân thú,PetMeat,5,1,125,31,true,true,false,5000,-1,-1,,-1,-1,
30602006,Thịt đùi sau,Meet_7,Thức ăn trân thú,PetMeat,6,1,167,41,true,true,false,5000,-1,-1,,-1,-1,
30602007,Thịt cổ,Meet_8,Thức ăn trân thú,PetMeat,7,1,215,53,true,true,false,5000,-1,-1,,-1,-1,
30602008,Thịt trong sống lưng,Meet_11,Thức ăn trân thú,PetMeat,8,1,268,67,true,true,false,5000,-1,-1,,-1,-1,
30602009,Ba chỉ,Meet_9,Thức ăn trân thú,PetMeat,9,1,327,81,true,true,false,5000,-1,-1,,-1,-1,
30602010,Mỡ mỏng,Meet_12,Thức ăn trân thú,PetMeat,10,1,391,97,true,true,false,5000,-1,-1,,-1,-1,
30603001,Lá cây tử vi,Herbal1_4,Thức ăn trân thú,PetGrass,1,1,12,3,true,true,false,5000,-1,-1,,-1,-1,
30603002,Cát Đằng,TaskTools8_5,Thức ăn trân thú,PetGrass,2,1,32,8,true,true,false,5000,-1,-1,,-1,-1,
30603003,Cam Lam,Herbal1_15,Thức ăn trân thú,PetGrass,3,1,57,14,true,true,false,5000,-1,-1,,-1,-1,
30603004,Tông Lữ,Herbal1_6,Thức ăn trân thú,PetGrass,4,1,88,22,true,true,false,5000,-1,-1,,-1,-1,
30603005,Cát Cánh,Herbal1_9,Thức ăn trân thú,PetGrass,5,1,125,31,true,true,false,5000,-1,-1,,-1,-1,
30603006,Chu Lan,Herbal1_10,Thức ăn trân thú,PetGrass,6,1,167,41,true,true,false,5000,-1,-1,,-1,-1,
30603007,Thủ Vỹ Thảo,Herbal1_2,Thức ăn trân thú,PetGrass,7,1,215,53,true,true,false,5000,-1,-1,,-1,-1,
30603008,Hải Vu,Herbal2_4,Thức ăn trân thú,PetGrass,8,1,268,67,true,true,false,5000,-1,-1,,-1,-1,
30603009,Thảo Cầu,Herbal2_2,Thức ăn trân thú,PetGrass,9,1,327,81,true,true,false,5000,-1,-1,,-1,-1,
30603010,Thận Quyết,Herbal1_12,Thức ăn trân thú,PetGrass,10,1,391,97,true,true,false,5000,-1,-1,,-1,-1,
30604001,Trách Mãnh,PetFood_1,Thức ăn trân thú,PetWorm,1,1,12,3,true,true,false,5000,-1,-1,,-1,-1,
30604002,Tằm,PetFood_2,Thức ăn trân thú,PetWorm,2,1,32,8,true,true,false,5000,-1,-1,,-1,-1,
30604003,Thiên Ngưu,PetFood_3,Thức ăn trân thú,PetWorm,3,1,57,14,true,true,false,5000,-1,-1,,-1,-1,
30604004,Hoàng Trùng,PetFood_4,Thức ăn trân thú,PetWorm,4,1,88,22,true,true,false,5000,-1,-1,,-1,-1,
30604005,Thiền,PetFood_9,Thức ăn trân thú,PetWorm,5,1,125,31,true,true,false,5000,-1,-1,,-1,-1,
30604006,Phi Nga,PetFood_6,Thức ăn trân thú,PetWorm,6,1,167,41,true,true,false,5000,-1,-1,,-1,-1,
30604007,Kim Qui,PetFood_7,Thức ăn trân thú,PetWorm,7,1,215,53,true,true,false,5000,-1,-1,,-1,-1,
30604008,Đường Lang,PetFood_8,Thức ăn trân thú,PetWorm,8,1,268,67,true,true,false,5000,-1,-1,,-1,-1,
30604009,Tất Xuất,PetFood_5,Thức ăn trân thú,PetWorm,9,1,327,81,true,true,false,5000,-1,-1,,-1,-1,
30604010,Điệp,PetFood_10,Thức ăn trân thú,PetWorm,10,1,391,97,true,true,false,5000,-1,-1,,-1,-1,
30605001,Tiểu Mạch,Corn_1,Thức ăn trân thú,PetRice,1,1,12,3,true,true,false,5000,-1,-1,,-1,-1,
30605002,Đại Mễ,Corn_2,Thức ăn trân thú,PetRice,2,1,32,8,true,true,false,5000,-1,-1,,-1,-1,
30605003,Ngọc Mễ,Corn_3,Thức ăn trân thú,PetRice,3,1,57,14,true,true,false,5000,-1,-1,,-1,-1,
30605004,Hoa Sinh,Corn_4,Thức ăn trân thú,PetRice,4,1,88,22,true,true,false,5000,-1,-1,,-1,-1,
30605005,Hồng Thử,Corn_5,Thức ăn trân thú,PetRice,5,1,125,31,true,true,false,5000,-1,-1,,-1,-1,
30605006,Cao Lương,Corn_6,Thức ăn trân thú,PetRice,6,1,167,41,true,true,false,5000,-1,-1,,-1,-1,
30605007,Chi Mã,Corn_7,Thức ăn trân thú,PetRice,7,1,215,53,true,true,false,5000,-1,-1,,-1,-1,
30605008,Lục Đậu,Corn_8,Thức ăn trân thú,PetRice,8,1,268,67,true,true,false,5000,-1,-1,,-1,-1,
30605009,Hoàng Đậu,Corn_9,Thức ăn trân thú,PetRice,9,1,327,81,true,true,false,5000,-1,-1,,-1,-1,
30605010,Tàm Đậu,Corn_10,Thức ăn trân thú,PetRice,10,1,391,97,true,true,false,5000,-1,-1,,-1,-1,
30008006,Mã yên,Cloth2_14,Đạo cụ,Pill,10,10,4,1,true,true,false,1,5,-1,,-1,-1,
30008009,Càn Khôn Hồ,Cloth2_13,Đạo cụ đặc thù,Self,10,1,4,1,true,true,false,5000,-1,-1,,-1,-1,
31000010,Tiên đan hồ lô,Cloth2_5,Dược phẩm,Self,10,10,4,1,true,false,false,1,300,-1,,-1,-1,
31000011,Tiên đan hồ lô,Cloth2_5,Dược phẩm,Self,10,10,4,1,true,false,false,1,300,-1,,-1,-1,
31000012,Tiên lộ tịnh bình,Cloth2_7,Dược phẩm,Self,10,10,4,1,true,false,false,1,200,-1,,-1,-1,
31000013,Tiên lộ tịnh bình,Cloth2_7,Dược phẩm,Self,10,10,4,1,true,false,false,1,200,-1,,-1,-1,
31000014,Tuyết Sâm Ngọc Thiểm Hoàn,Medicine2_8,Dược phẩm,Self,10,1,4000,1000,true,true,false,5000,-1,-1,,-1,-1,
31000015,Bách Hoa Ngọc Lộ Hoàn,Medicine2_4,Dược phẩm,Self,10,1,4000,1000,true,true,false,5000,-1,-1,,-1,-1,
31000016,Vương Mẫu Tiên Đan,Medicine3_13,Dược phẩm,Self,10,1,4000,1000,true,true,false,5000,-1,-1,,-1,-1,
32000100,Thiên Linh Tửu Đại,CircularTaskTool18_13,Đạo cụ đặc thù,Self,10,1,4,1,true,true,false,1,-1,121,,-1,-1,
32000101,Thiên Linh Tửu Trung,CircularTaskTool18_12,Đạo cụ đặc thù,Self,10,1,4,1,true,true,false,1,-1,121,,-1,-1,
32000102,Thiên Linh Tửu Tiểu,CircularTaskTool18_11,Đạo cụ đặc thù,Self,10,1,4,1,true,true,false,1,-1,121,,-1,-1,
32000103,Thiên Linh Tửu Sơ,CircularTaskTool18_14,Đạo cụ đặc thù,Self,10,1,4,1,true,true,false,1,-1,121,,-1,-1,
32000104,Dạ Minh Châu,CircularTaskTool31_12,Đạo cụ đặc thù,Self,10,1,4,1,true,true,false,15000,-1,-1,,-1,-1,5
32000105,Thiên Linh Đan Hoàng Kim,CircularTaskTool20_16,Dược phẩm,Self,9,1,4,1,true,true,false,15000,-1,-1,,-1,-1,
32000200,Bồi Huyết Đan Đại (Trác Lộc),Medicine2_8,Dược phẩm,Self,10,1,4000,1000,true,true,false,15000,-1,-1,,-1,-1,
32000201,Bồi Khí Đan Đại (Trác Lộc),Medicine2_4,Dược phẩm,Self,10,1,4000,1000,true,true,false,15000,-1,-1,,-1,-1,
32000202,Toàn Linh Đan Đại (Trác Lộc),Medicine3_13,Dược phẩm,Self,10,1,4000,1000,true,true,false,15000,-1,-1,,-1,-1,
32000203,Bồi Huyết Đan (Trác Lộc),Medicine2_5,Dược phẩm,Self,10,1,4000,1000,true,true,false,15000,-1,-1,,-1,-1,
32000204,Bồi Khí Đan (Trác Lộc),Medicine2_6,Dược phẩm,Self,10,1,4000,1000,true,true,false,15000,-1,-1,,-1,-1,
32000205,Toàn Linh Đan (Trác Lộc),Medicine2_10,Dược phẩm,Self,10,1,4000,1000,true,true,false,15000,-1,-1,,-1,-1,
32000206,Huyết Chú,OtherTools1_11,Dược phẩm,Self,5,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000207,Khí Chú,OtherTools1_12,Dược phẩm,Self,5,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000208,Phù Cường Lực,taiwanzhuanyong10_5,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000209,Phù Nội Lực,taiwanzhuanyong10_6,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000210,Phù Thể Lực,taiwanzhuanyong10_7,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000211,Phù Thân Pháp,taiwanzhuanyong10_8,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000212,Thiểm Điện Phù,taiwanzhuanyong10_4,Dược phẩm,Self,4,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000213,Thiên Nhãn Phù,taiwanzhuanyong10_3,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000214,Kháng Băng Phù,Charm_8,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000215,Kháng Hỏa Phù,Charm_4,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000216,Kháng Huyền Phù,Charm_1,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000217,Kháng Độc Phù,Charm_7,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000218,Cổ Độc,Weather1_5,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000219,Thiên Hàn,Weather1_3,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000220,Quang Minh,Weather1_6,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000221,Thánh Hỏa,Weather2_8,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000300,Mỡ Mỏng Sơ Cấp,Meet_12,Thức ăn trân thú,PetMeat,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000301,Thận Quyết Sơ Cấp,Herbal1_12,Thức ăn trân thú,PetGrass,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000302,Điệp Sơ Cấp,PetFood_10,Thức ăn trân thú,PetWorm,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000303,Tàm Đậu Sơ Cấp,Corn_10,Thức ăn trân thú,PetRice,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000304,Mỡ Mỏng Trung Cấp,Meet_12,Thức ăn trân thú,PetMeat,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000305,Thận Quyết Trung Cấp,Herbal1_12,Thức ăn trân thú,PetGrass,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000306,Điệp Trung Cấp,PetFood_10,Thức ăn trân thú,PetWorm,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000307,Tàm Đậu Trung Cấp,Corn_10,Thức ăn trân thú,PetRice,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000308,Mỡ Mỏng Cao Cấp,Meet_12,Thức ăn trân thú,PetMeat,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
