ID,Name,TaskType,TaskRule,FactionID,RequireLevel,NextTaskID,CopySceneScriptID,OfferMapID,OfferMapName,OfferNPCID,OfferNPCName,CompleteMapID,CompleteMapName,CompleteNPCID,CompleteNPCName
10367009,Viện Trợ Thảo Nguyên,1,2,7,60,10368,-1,13,Thiên Sơn,744,Phù Mẫn Nghi,43,Thảo Nguyên,18,Tiêu Tường
10367010,Viện Trợ Thảo Nguyên,1,2,10,60,10368,-1,15,Mộ Dung,256,Mộ Dung Thắng,43,Thảo Nguyên,18,Tiêu Tường
10367011,Viện Trợ Thảo Nguyên,1,2,12,60,10368,-1,16,Quỷ Cốc,928,Vương Huyền Phong,43,Thảo Nguyên,18,Tiêu Tường
10367012,Viện Trợ Thảo Nguyên,1,2,11,60,10368,-1,17,Đường Môn,956,Đường Thanh Thu,43,Thảo Nguyên,18,Tiêu Tường
10368001,Cứu viện,0,1,-1,10,10369,-1,21,Kiếm Các,286,Khương Quế Chi,22,Đôn Hoàng,157,Dương Văn Quảng
10369001,Hùng Miêu Ham Chơi,4,1,-1,15,10370,-1,2,Đại Lý,131,Tiền Long,2,Đại Lý,112,Triệu Thiên Sư
10370001,Y Thuật Của Tây Vực,0,1,-1,19,10371,-1,23,Tung Sơn,613,Lục Tùng,26,Tây Hồ,812,Tô Phi
10371001,Mười Năm Lại Mười Năm,0,1,-1,20,10372,-1,2,Đại Lý,112,Triệu Thiên Sư,3,Lạc Dương,477,Châu Thiên Sư
10372001,Học Tập Tổ Đội,0,1,-1,21,10373,-1,3,Lạc Dương,477,Châu Thiên Sư,3,Lạc Dương,406,Ngô Thử Nhân
10373001,Lạc Dương Kỳ Thánh,0,1,-1,22,10374,-1,3,Lạc Dương,477,Châu Thiên Sư,3,Lạc Dương,424,Vương Tích Tân
10374001,Đại Lý Kỳ Thánh,0,1,-1,22,10375,-1,3,Lạc Dương,424,Vương Tích Tân,2,Đại Lý,44,Lưu Trọng Phủ
10375001,Tô Châu Kỳ Thánh,0,1,-1,22,10376,-1,2,Đại Lý,44,Lưu Trọng Phủ,4,Tô Châu,717,Trương Dịch Quốc
10376001,Hắc Bạch,0,1,-1,23,10377,-1,4,Tô Châu,717,Trương Dịch Quốc,3,Lạc Dương,420,Bốc Hối Kỳ
10377001,Thu Phục Khoáng Động,1,1,-1,24,10378,-1,20,Nhĩ Hải,191,Đao Nghiêu,20,Nhĩ Hải,191,Đao Nghiêu
10378001,Thu Phục Bối Tử,1,1,-1,24,10379,-1,20,Nhĩ Hải,191,Đao Nghiêu,20,Nhĩ Hải,191,Đao Nghiêu
10379001,Thu Phục Trà Mã Đạo,1,1,-1,24,10380,-1,20,Nhĩ Hải,191,Đao Nghiêu,20,Nhĩ Hải,191,Đao Nghiêu
10380001,Hoa Cảng Độc Phong,1,1,-1,25,10381,-1,26,Tây Hồ,813,Mã Hán,26,Tây Hồ,813,Mã Hán
10381001,Thuỷ Quỷ Thám Tử,1,1,-1,25,10382,-1,26,Tây Hồ,813,Mã Hán,26,Tây Hồ,813,Mã Hán
10382001,Long Tỉnh Thuỷ Tặc,1,1,-1,26,10383,-1,26,Tây Hồ,813,Mã Hán,26,Tây Hồ,813,Mã Hán
10383001,Hảo huynh đệ,0,1,-1,26,10384,-1,26,Tây Hồ,817,Vương Triều,26,Tây Hồ,813,Mã Hán
10384001,Tình Mẫu Tử,0,1,-1,26,10385,-1,20,Nhĩ Hải,191,Đao Nghiêu,20,Nhĩ Hải,195,Đao Lang Cang
10385001,Lập Nghiệp Từ Tay Trắng,0,1,-1,27,10386,-1,26,Tây Hồ,813,Mã Hán,20,Nhĩ Hải,191,Đao Nghiêu
10386001,Trọng Công Khinh Thủ,0,1,-1,28,10387,-1,9,Nga My Sơn,185,Hàn Ánh Tuyết,2,Đại Lý,35,Vương Thiều
10387001,Hồi Mã Thương,1,1,-1,29,10388,-1,4,Tô Châu,635,Bàng An Thời,4,Tô Châu,635,Bàng An Thời
10388001,Thí Luyện Chi Sở Ma Nhai Động,0,1,-1,30,10389,-1,3,Lạc Dương,477,Châu Thiên Sư,42,Ma Nhai Động,514,Ma Vân Thiên
10389001,Thanh Tiễu Ma Nhai Động,1,1,-1,31,10390,-1,42,Ma Nhai Động,514,Ma Vân Thiên,42,Ma Nhai Động,514,Ma Vân Thiên
10390001,Kẻ Thù Xâm Lược,0,1,-1,32,10391,-1,3,Lạc Dương,477,Châu Thiên Sư,3,Lạc Dương,462,Lập Phồn
10391001,Đánh Lén Môn Phái,0,1,-1,33,10392,-1,3,Lạc Dương,477,Châu Thiên Sư,3,Lạc Dương,462,Lập Phồn
10392001,Tát Ninh Bị Trói,2,1,-1,33,10393,-1,20,Nhĩ Hải,196,Tát Ninh,20,Nhĩ Hải,196,Tát Ninh
10393001,Phát Hiện Của Tát Ninh,0,1,-1,33,10394,-1,20,Nhĩ Hải,196,Tát Ninh,24,Nhạn Nam,850,Chủng Thế Hoành
10394001,Tam Nhân Giai Hành,0,1,-1,34,10395,-1,2,Đại Lý,35,Vương Thiều,24,Nhạn Nam,850,Chủng Thế Hoành
10395001,Thiên Địa Kỳ Vật,2,1,-1,34,10396,-1,3,Lạc Dương,435,Nhuế Phúc Tường,3,Lạc Dương,435,Nhuế Phúc Tường
10396001,Thám Thính Cổ Mộ,1,1,-1,34,10397,-1,33,Yến Vương Cổ Mộ Tầng 1,4,Yến Biệt Thu,33,Yến Vương Cổ Mộ Tầng 1,4,Yến Biệt Thu
10397001,Yến Huyền Chi Ngọc,2,1,-1,35,10398,-1,33,Yến Vương Cổ Mộ Tầng 1,4,Yến Biệt Thu,31,Nhạn Bắc,830,Liêu Đảo
10398001,Thổ Phỉ Nổi Loạn,1,1,-1,35,10399,-1,31,Nhạn Bắc,832,Gia Luật Dư Đỗ,31,Nhạn Bắc,832,Gia Luật Dư Đỗ
10399001,Hộ Vệ Hỗn Loạn,1,1,-1,36,10400,-1,31,Nhạn Bắc,832,Gia Luật Dư Đỗ,31,Nhạn Bắc,832,Gia Luật Dư Đỗ
10400001,Nhật Mộ Thương Sơn Viễn,0,1,-1,37,10401,-1,27,Long Tuyền,307,Lôi Hoán,57,Thương Sơn,12,Tát Tang
10401001,Tỉ Muội Tình Thâm,0,1,-1,38,10402,-1,57,Thương Sơn,11,Tát Mã,57,Thương Sơn,13,Tát Tuyết
10402001,Trường Mao Tuyết Quái,1,1,-1,39,10403,-1,57,Thương Sơn,13,Tát Tuyết,57,Thương Sơn,13,Tát Tuyết
10403001,Phong Thiền Đài,0,1,-1,50,10404,-1,3,Lạc Dương,477,Châu Thiên Sư,3,Lạc Dương,483,Hạ Hầu Nhân
10404001,Giáo Đầu Náo Loạn,1,1,-1,51,10405,-1,31,Nhạn Bắc,832,Gia Luật Dư Đỗ,31,Nhạn Bắc,832,Gia Luật Dư Đỗ
10405001,Chuẩn Bị Ngủ Đông,2,1,-1,53,10406,-1,60,Thạch Lâm,545,Trịnh Huyền,60,Thạch Lâm,545,Trịnh Huyền
10406001,Lang Thù Trong Thạch Lâm,1,1,-1,53,10407,-1,60,Thạch Lâm,546,Dương Liên Tử,60,Thạch Lâm,546,Dương Liên Tử
10407001,Thế Ngoại Trà Viên,0,1,-1,54,10408,-1,60,Thạch Lâm,545,Trịnh Huyền,60,Thạch Lâm,548,Tần Hồng Miên
10408001,Lời Kêu Gọi Lương Thiện,4,1,-1,54,10409,-1,60,Thạch Lâm,545,Trịnh Huyền,60,Thạch Lâm,545,Trịnh Huyền
10409001,Lời Thề,0,1,-1,54,10410,-1,60,Thạch Lâm,550,Dương Thiết Tín,60,Thạch Lâm,547,Trịnh Viên
10410001,Điểm Đến,1,1,-1,55,10411,-1,60,Thạch Lâm,548,Tần Hồng Miên,60,Thạch Lâm,548,Tần Hồng Miên
10411001,Tận Sức Trừ Ác,1,1,-1,55,10412,-1,60,Thạch Lâm,545,Trịnh Huyền,60,Thạch Lâm,545,Trịnh Huyền
10412001,Bạch Viên Chi Hại,1,1,-1,55,10413,-1,83,Võ Di,784,Tử Vi,83,Võ Di,784,Tử Vi
10413001,Tai Hại Của Nhện,1,1,-1,55,10414,-1,83,Võ Di,784,Tử Vi,83,Võ Di,784,Tử Vi
10414001,Kẻ Phản Bội,1,1,-1,56,10415,-1,83,Võ Di,784,Tử Vi,83,Võ Di,784,Tử Vi
10415001,Báo Cáo Tình Hình Nguy Hiểm,0,1,-1,56,10416,-1,83,Võ Di,784,Tử Vi,83,Võ Di,786,Thuỷ Tiên
10416001,Thủ Túc Tương Tàn,1,1,-1,56,10417,-1,83,Võ Di,786,Thuỷ Tiên,83,Võ Di,786,Thuỷ Tiên
10417001,Đại Khai Sát Giới,1,1,-1,57,10418,-1,83,Võ Di,786,Thuỷ Tiên,83,Võ Di,786,Thuỷ Tiên
10418001,Cách Sát Vật Luận,1,1,-1,57,10419,-1,83,Võ Di,786,Thuỷ Tiên,83,Võ Di,786,Thuỷ Tiên
10419001,Diệt Cỏ Diệt Tận Gốc,2,1,-1,57,10420,-1,83,Võ Di,786,Thuỷ Tiên,83,Võ Di,786,Thuỷ Tiên
10420001,Giải Thích Rõ,0,1,-1,58,10421,-1,83,Võ Di,793,Khúc Dương,83,Võ Di,784,Tử Vi
10421001,Thiên Mệnh Tối Cao,0,1,-1,58,10422,-1,83,Võ Di,784,Tử Vi,60,Thạch Lâm,548,Tần Hồng Miên
10422001,Sơn Việt Du Hồn,1,1,-1,59,10423,-1,83,Võ Di,793,Khúc Dương,83,Võ Di,793,Khúc Dương
10423001,Sự Phục Thù Của Thủ Lĩnh Thạch Sư,1,1,-1,59,10424,-1,60,Thạch Lâm,548,Tần Hồng Miên,60,Thạch Lâm,548,Tần Hồng Miên
10424001,Thiên Lý Truyền Giai Âm,0,1,-1,59,10425,-1,60,Thạch Lâm,548,Tần Hồng Miên,60,Thạch Lâm,545,Trịnh Huyền
10425001,Đường Lương Thực Yếu,1,1,-1,60,10426,-1,43,Thảo Nguyên,17,Nguyễn Thực,43,Thảo Nguyên,17,Nguyễn Thực
10426001,Hắc Phong Thích,2,1,-1,60,10427,-1,43,Thảo Nguyên,16,Nguyễn Lão Thái Thái,43,Thảo Nguyên,16,Nguyễn Lão Thái Thái
10427001,Mệnh Lệnh Của Quận Chủ,1,1,-1,61,10428,-1,43,Thảo Nguyên,18,Tiêu Tường,43,Thảo Nguyên,18,Tiêu Tường
10428001,Minh Chứng Anh Hùng,1,1,-1,61,10429,-1,43,Thảo Nguyên,18,Tiêu Tường,43,Thảo Nguyên,18,Tiêu Tường
10429001,Bạch Mã Thanh Ngưu,2,1,-1,62,10430,-1,43,Thảo Nguyên,18,Tiêu Tường,43,Thảo Nguyên,19,Nguyễn Thành
10430001,Thanh Kiếm Tuyệt Tình,0,1,-1,62,10431,-1,43,Thảo Nguyên,19,Nguyễn Thành,43,Thảo Nguyên,18,Tiêu Tường
10431001,Dũng Khí,1,1,-1,63,10432,-1,43,Thảo Nguyên,18,Tiêu Tường,43,Thảo Nguyên,18,Tiêu Tường
10432001,Lời Kêu Gọi Của Linh Hồn,5,1,-1,63,10433,-1,43,Thảo Nguyên,18,Tiêu Tường,43,Thảo Nguyên,19,Nguyễn Thành
10433001,Thiêu Đốt,1,1,-1,64,10434,-1,43,Thảo Nguyên,17,Nguyễn Thực,43,Thảo Nguyên,17,Nguyễn Thực
10434001,Nghe Danh Xuống Ngựa,0,1,-1,64,10435,-1,43,Thảo Nguyên,19,Nguyễn Thành,84,Mai Lĩnh,486,Thẩm Vạn Tam
10435001,Những Người Trên Thảo Nguyên,0,1,-1,65,10436,-1,60,Thạch Lâm,545,Trịnh Huyền,43,Thảo Nguyên,16,Nguyễn Lão Thái Thái
10436001,Cơ Hội Buôn Bán Vô Hạn,2,1,-1,65,10437,-1,84,Mai Lĩnh,486,Thẩm Vạn Tam,84,Mai Lĩnh,486,Thẩm Vạn Tam
10437001,Con Đường Buôn Bán Gập Ghềnh,1,1,-1,66,10438,-1,84,Mai Lĩnh,486,Thẩm Vạn Tam,84,Mai Lĩnh,486,Thẩm Vạn Tam
10438001,Vô Gian Đạo,0,1,-1,66,10439,-1,84,Mai Lĩnh,487,Thái Dương Hoa,84,Mai Lĩnh,489,Cam Thảo
10439001,Kinh Vệ Phân Minh,1,1,-1,67,10440,-1,84,Mai Lĩnh,487,Thái Dương Hoa,84,Mai Lĩnh,487,Thái Dương Hoa
10440001,Ăn Miếng Trả Miếng,1,1,-1,67,10441,-1,84,Mai Lĩnh,488,Kinh Cúc,84,Mai Lĩnh,488,Kinh Cúc
10441001,Làm Khó,0,1,-1,68,10442,-1,84,Mai Lĩnh,488,Kinh Cúc,84,Mai Lĩnh,494,Nguyệt Lý
10442001,Bạch Lang Bì,2,1,-1,70,10443,-1,45,Liêu Tây,302,Ba Đồ,45,Liêu Tây,302,Ba Đồ
10443001,Hắc Phong Mật,2,1,-1,70,10444,-1,45,Liêu Tây,302,Ba Đồ,45,Liêu Tây,302,Ba Đồ
10444001,Liêu Quân Nguyên Soái,0,1,-1,71,10445,-1,45,Liêu Tây,306,Bác Nhĩ Luân,45,Liêu Tây,304,Gia Luật Kim
10445001,Hồng Y Mã Phỉ,1,1,-1,71,10446,-1,45,Liêu Tây,304,Gia Luật Kim,45,Liêu Tây,304,Gia Luật Kim
10446001,Hắc Y Mã Phỉ,1,1,-1,72,10447,-1,45,Liêu Tây,304,Gia Luật Kim,45,Liêu Tây,304,Gia Luật Kim
10447001,La Bốc Cần Con Nhện,2,1,-1,73,10448,-1,61,Ngọc Khê,852,La Bốc,61,Ngọc Khê,852,La Bốc
10448001,La Bốc Cần Vân Mẫu,2,1,-1,73,10449,-1,61,Ngọc Khê,852,La Bốc,61,Ngọc Khê,852,La Bốc
10449001,La Bốc Cần Long Huyết,2,1,-1,73,10450,-1,61,Ngọc Khê,852,La Bốc,61,Ngọc Khê,852,La Bốc
10450001,Tuyệt Thế Thần Binh,0,1,-1,74,10451,-1,61,Ngọc Khê,853,Sách Mẫu Lạp,61,Ngọc Khê,856,A Hắc
10451001,Ca Ca Ngốc,0,1,-1,74,10452,-1,61,Ngọc Khê,855,A Y Na,61,Ngọc Khê,852,La Bốc
10452001,Nữ Oa Thạch Nhân,1,1,-1,74,10453,-1,61,Ngọc Khê,856,A Hắc,61,Ngọc Khê,856,A Hắc
10453001,Yển Sư Hộ Pháp,1,1,-1,75,10454,-1,61,Ngọc Khê,856,A Hắc,61,Ngọc Khê,856,A Hắc
10454001,Đại Yển Sư,1,1,-1,75,10455,-1,61,Ngọc Khê,856,A Hắc,61,Ngọc Khê,856,A Hắc
10455001,Không Hấp Bánh Bao,0,1,-1,75,10456,-1,61,Ngọc Khê,854,Cổ Lỗ Lạp,45,Liêu Tây,304,Gia Luật Kim
10456001,Tuyệt Thế Hảo Nam Nhi,0,1,-1,76,10457,-1,84,Mai Lĩnh,490,Đông Thích,84,Mai Lĩnh,486,Thẩm Vạn Tam
10457001,Thập tự quân,5,1,-1,76,10458,-1,84,Mai Lĩnh,499,Khắc Lý Tư Đế An,84,Mai Lĩnh,486,Thẩm Vạn Tam
10458001,Dừng xe Phong Lâm đêm,0,1,-1,76,10459,-1,84,Mai Lĩnh,486,Thẩm Vạn Tam,61,Ngọc Khê,853,Sách Mẫu Lạp
10459001,Biện Pháp Tầm Cầu Ôn Noãn,0,1,-1,77,10460,-1,45,Liêu Tây,304,Gia Luật Kim,47,Ngân Ngai Tuyết Nguyên,6,Chu Du
10460001,Thông Báo Ninh Linh Ca,0,1,-1,77,10461,-1,47,Ngân Ngai Tuyết Nguyên,6,Chu Du,47,Ngân Ngai Tuyết Nguyên,7,Ninh Linh Ca
10461001,Băng Thiên Tuyết Địa Linh Xí Nga,1,1,-1,77,10462,-1,47,Ngân Ngai Tuyết Nguyên,6,Chu Du,47,Ngân Ngai Tuyết Nguyên,6,Chu Du
10462001,Tưởng Niệm Phụ Thân,0,1,-1,78,10463,-1,47,Ngân Ngai Tuyết Nguyên,6,Chu Du,47,Ngân Ngai Tuyết Nguyên,8,Bác Lạp
10463,Tư Hương Tình Khiếp,2,1,-1,78,10464,-1,47,Ngân Ngai Tuyết Nguyên,6,Chu Du,47,Ngân Ngai Tuyết Nguyên,6,Chu Du
10464,Băng Thiên Tuyết Địa Thánh Xí Nga,1,1,-1,78,10465,-1,47,Ngân Ngai Tuyết Nguyên,7,Ninh Linh Ca,47,Ngân Ngai Tuyết Nguyên,7,Ninh Linh Ca
10465001,Thần Bảo Hộ Băng Phong,4,1,-1,79,10466,-1,47,Ngân Ngai Tuyết Nguyên,7,Ninh Linh Ca,47,Ngân Ngai Tuyết Nguyên,7,Ninh Linh Ca
10466001,Lai Khách Băng Sơn Thượng,1,1,-1,79,10467,-1,47,Ngân Ngai Tuyết Nguyên,7,Ninh Linh Ca,47,Ngân Ngai Tuyết Nguyên,7,Ninh Linh Ca
10467001,Tuyết Nguyên Mãng Cái,1,1,-1,79,10468,-1,47,Ngân Ngai Tuyết Nguyên,8,Bác Lạp,47,Ngân Ngai Tuyết Nguyên,8,Bác Lạp
10468001,Băng Thiên Tuyết Địa Tầm Đậu Đậu,0,1,-1,79,10469,-1,47,Ngân Ngai Tuyết Nguyên,8,Bác Lạp,47,Ngân Ngai Tuyết Nguyên,10,Viên Bình
10469001,Bảo Tiêu Đậu Đậu,5,1,-1,79,10470,-1,47,Ngân Ngai Tuyết Nguyên,10,Viên Bình,47,Ngân Ngai Tuyết Nguyên,8,Bác Lạp
10470001,Một Bức Thư Từ Nhà Gửi Đến,0,1,-1,79,10471,-1,47,Ngân Ngai Tuyết Nguyên,8,Bác Lạp,45,Liêu Tây,306,Bác Nhĩ Luân
10471001,Bắt Giặc Bắt Vua,1,1,-1,80,10472,-1,45,Liêu Tây,304,Gia Luật Kim,45,Liêu Tây,304,Gia Luật Kim
10472001,Mãng Cái Tam Kiệt,1,1,-1,80,10473001,-1,45,Liêu Tây,304,Gia Luật Kim,45,Liêu Tây,304,Gia Luật Kim
10473001,Nộp Cống Phẩm,2,1,-1,80,10474,-1,48,Trường Bạch Sơn,22,Hoàn Nhan A Lý Bố,48,Trường Bạch Sơn,22,Hoàn Nhan A Lý Bố
10474001,Tặng Rượu Thuốc,0,1,-1,80,10475,-1,48,Trường Bạch Sơn,26,Đồ Đan Phúc Tấn,48,Trường Bạch Sơn,24,Hoàn Nhan Ngô Khất Mãi
10475001,Hùng Đảm,2,1,-1,81,10476,-1,48,Trường Bạch Sơn,30,Hoàn Nhan Cát Ly Bất,48,Trường Bạch Sơn,26,Đồ Đan Phúc Tấn
10476001,Cấp Phẩm Nhân Sâm,2,1,-1,81,10477,-1,48,Trường Bạch Sơn,28,Hoàn Nhan Niêm Một Khát,48,Trường Bạch Sơn,26,Đồ Đan Phúc Tấn
10477001,Phụng Hoàng Cựu Trại,1,1,-1,81,10478,-1,63,Nam Chiêu,526,A Ngõa,63,Nam Chiêu,526,A Ngõa
10478001,Đàn Tế Hồ Điệp Thần,4,1,-1,81,10479,-1,63,Nam Chiêu,525,A Vượng,63,Nam Chiêu,525,A Vượng
10479001,Hắc Miêu Chiến Sĩ,1,1,-1,82,10480,-1,63,Nam Chiêu,525,A Vượng,63,Nam Chiêu,525,A Vượng
10480001,Đằng Giáp Tặc,1,1,-1,82,10481,-1,63,Nam Chiêu,527,Dương Minh,63,Nam Chiêu,527,Dương Minh
10481001,Đằng Giáp Tặc Nguyên Soái,2,1,-1,82,10482,-1,63,Nam Chiêu,527,Dương Minh,63,Nam Chiêu,527,Dương Minh
10482001,Báo Cáo Kết Quả Chiển Đấu,0,1,-1,82,10483,-1,63,Nam Chiêu,527,Dương Minh,63,Nam Chiêu,523,Bạch Lan
10483001,Tranh Cướp Khoáng Sơn,1,1,-1,83,10484,-1,63,Nam Chiêu,523,Bạch Lan,63,Nam Chiêu,523,Bạch Lan
10484001,Lời Nói Dối Chân Thực,2,1,-1,83,10485,-1,63,Nam Chiêu,523,Bạch Lan,63,Nam Chiêu,523,Bạch Lan
10485001,Phượng Văn Ngân Tỏa Phiến,0,1,-1,83,10486,-1,63,Nam Chiêu,523,Bạch Lan,63,Nam Chiêu,527,Dương Minh
10486001,Anh Hùng Lúc Già,0,1,-1,83,10487,-1,63,Nam Chiêu,524,Bạch Cảnh Võ,48,Trường Bạch Sơn,22,Hoàn Nhan A Lý Bố
10487001,Đen Tối,1,1,-1,84,10488,-1,85,Nam Hải,515,Đinh Liên Y,85,Nam Hải,515,Đinh Liên Y
10488001,Nhân Vật Kịch Tình,0,1,-1,84,10489,-1,85,Nam Hải,516,Diệp Lưu Phàm,85,Nam Hải,515,Đinh Liên Y
10489001,Nghiên Cứu Chữ Tiết,2,1,-1,84,10490,-1,85,Nam Hải,516,Diệp Lưu Phàm,85,Nam Hải,516,Diệp Lưu Phàm
10490001,Tứ Thiêm Danh,0,1,-1,84,10491,-1,85,Nam Hải,516,Diệp Lưu Phàm,85,Nam Hải,517,Nhạc Trọng Thu
10491001,Năm Hạt Quýt,2,1,-1,85,10492,-1,85,Nam Hải,517,Nhạc Trọng Thu,85,Nam Hải,517,Nhạc Trọng Thu
10492001,Phòng Trống,0,1,-1,85,10493,-1,85,Nam Hải,515,Đinh Liên Y,85,Nam Hải,516,Diệp Lưu Phàm
10493001,Một Tia Sáng,2,1,-1,85,10494,-1,85,Nam Hải,516,Diệp Lưu Phàm,85,Nam Hải,516,Diệp Lưu Phàm
10494001,Bí Mật Về Lôi Thần Kiều,0,1,-1,85,10495,-1,85,Nam Hải,516,Diệp Lưu Phàm,85,Nam Hải,519,Thạch Cảm Đương
10495001,Khách Thuê Phòng Che Mặt,0,1,-1,86,10496,-1,85,Nam Hải,516,Diệp Lưu Phàm,63,Nam Chiêu,524,Bạch Cảnh Võ
10496001,Ách Vận Bạch Sa Thôn,4,1,-1,86,10497,-1,65,Diêm Hồ,833,Dương Nguyên,65,Diêm Hồ,833,Dương Nguyên
10497001,Nguyệt Dạ Kinh Mộng,1,1,-1,86,10498,-1,65,Diêm Hồ,833,Dương Nguyên,65,Diêm Hồ,833,Dương Nguyên
10498001,Nhẫn Vô Khả Nhẫn,1,1,-1,86,10499,-1,65,Diêm Hồ,833,Dương Nguyên,65,Diêm Hồ,833,Dương Nguyên
10499001,Đột Tập Yển Sư,1,1,-1,87,10500,-1,65,Diêm Hồ,840,Trịnh Dương,65,Diêm Hồ,840,Trịnh Dương
10500001,Sáp Huyết Chi Ước,1,1,-1,87,10501,-1,65,Diêm Hồ,840,Trịnh Dương,65,Diêm Hồ,840,Trịnh Dương
10501001,Đồng Mệnh Tương Liên,0,1,-1,87,10502,-1,60,Thạch Lâm,545,Trịnh Huyền,65,Diêm Hồ,833,Dương Nguyên
10502001,Bút Tích,0,1,-1,87,10503,-1,65,Diêm Hồ,839,Vương Tư Gia,65,Diêm Hồ,835,Lý Nhược Thủy
10503001,Nại Hà Trung Nghĩa Lão,0,1,-1,88,10504,-1,65,Diêm Hồ,840,Trịnh Dương,65,Diêm Hồ,835,Lý Nhược Thủy
10504001,Võng Nhiên Kiếp,0,1,-1,88,10505,-1,65,Diêm Hồ,835,Lý Nhược Thủy,65,Diêm Hồ,839,Vương Tư Gia
10505001,Vượng Tài,2,1,-1,88,10506,-1,65,Diêm Hồ,833,Dương Nguyên,65,Diêm Hồ,833,Dương Nguyên
10506001,Khổi Lỗi Mộc Nhân,2,1,-1,89,10507,-1,65,Diêm Hồ,839,Vương Tư Gia,65,Diêm Hồ,839,Vương Tư Gia
10507001,Ngạc Độc Cao,2,1,-1,89,001,-1,65,Diêm Hồ,835,Lý Nhược Thủy,65,Diêm Hồ,835,Lý Nhược Thủy
10508001,Tìm A Cốt Đả,0,1,-1,90,10509,-1,48,Trường Bạch Sơn,31,Hoàn Nhan Doanh Ca,48,Trường Bạch Sơn,25,Hoàn Nhan A Cốt Đả
10509001,Giấu Tài,0,1,-1,90,10510,-1,48,Trường Bạch Sơn,25,Hoàn Nhan A Cốt Đả,48,Trường Bạch Sơn,22,Hoàn Nhan A Lý Bố
10510001,Đơn Thuốc Của Thần Y,2,1,-1,90,10511,-1,48,Trường Bạch Sơn,27,Hoàn Nhan Ngột Thuật,48,Trường Bạch Sơn,26,Đồ Đan Phúc Tấn
10511001,Thiên Nha Hải Giác,2,1,-1,90,10512,-1,48,Trường Bạch Sơn,26,Đồ Đan Phúc Tấn,48,Trường Bạch Sơn,26,Đồ Đan Phúc Tấn
10512001,Đột Kích,2,1,-1,91,10513,-1,48,Trường Bạch Sơn,25,Hoàn Nhan A Cốt Đả,48,Trường Bạch Sơn,25,Hoàn Nhan A Cốt Đả
10513001,Đồng Bằng Rộng Lớn Hoang Vu,1,1,-1,91,10514,-1,49,Hoàng Long Phủ,272,Thác Bạt Văn,49,Hoàng Long Phủ,272,Thác Bạt Văn
10514001,Hơi Thở Ấm Áp,2,1,-1,91,10515,-1,49,Hoàng Long Phủ,272,Thác Bạt Văn,49,Hoàng Long Phủ,272,Thác Bạt Văn
10515001,Tình Cảnh Nguy Hiểm,1,1,-1,91,10516,-1,49,Hoàng Long Phủ,271,Phù Tịch Nhan,49,Hoàng Long Phủ,271,Phù Tịch Nhan
10516001,Món Quà Tặng Đau Lòng,0,1,-1,92,10517,-1,49,Hoàng Long Phủ,271,Phù Tịch Nhan,49,Hoàng Long Phủ,274,Lưu Ngạo Thiên
10517001,Bảo Vệ Thánh Vật,0,1,-1,92,10518,-1,49,Hoàng Long Phủ,274,Lưu Ngạo Thiên,49,Hoàng Long Phủ,269,Mộ Dung Thiên Lang
10518001,Trận Chiến Trùng Giáp,1,1,-1,92,10519,-1,49,Hoàng Long Phủ,269,Mộ Dung Thiên Lang,49,Hoàng Long Phủ,269,Mộ Dung Thiên Lang
10519001,Cuộc Chiến Của Ba Luân,1,1,-1,92,10520,-1,49,Hoàng Long Phủ,269,Mộ Dung Thiên Lang,49,Hoàng Long Phủ,269,Mộ Dung Thiên Lang
10520001,Chân Tướng,0,1,-1,93,10521,-1,49,Hoàng Long Phủ,269,Mộ Dung Thiên Lang,49,Hoàng Long Phủ,271,Phù Tịch Nhan
10521001,Sự Bùng Nổ Đau Khổ,2,1,-1,93,10522,-1,49,Hoàng Long Phủ,271,Phù Tịch Nhan,49,Hoàng Long Phủ,271,Phù Tịch Nhan
10522001,Luân Hồi Tình Cảm,0,1,-1,93,10523,-1,49,Hoàng Long Phủ,273,Vũ Văn Tô,49,Hoàng Long Phủ,272,Thác Bạt Văn
10523001,A Vũ Nhát Gan,1,1,-1,94,10524,-1,64,Miêu Cương,501,A Vũ,64,Miêu Cương,501,A Vũ
10524001,Thỉnh Cầu Của A Tùng,2,1,-1,94,10525,-1,64,Miêu Cương,503,A Tùng,64,Miêu Cương,503,A Tùng
10525001,Cảm Ơn,0,1,-1,94,10526,-1,64,Miêu Cương,501,A Vũ,63,Nam Chiêu,527,Dương Minh
10526001,Kế Hoạch Của Dương Minh,0,1,-1,95,10527,-1,64,Miêu Cương,502,Dương Minh,64,Miêu Cương,501,A Vũ
10527001,Ách Tu La,2,1,-1,95,10528,-1,64,Miêu Cương,501,A Vũ,64,Miêu Cương,501,A Vũ
10528001,Vĩnh Dạ Tu La,2,1,-1,95,10529,-1,64,Miêu Cương,501,A Vũ,64,Miêu Cương,501,A Vũ
10529001,Vạn Kiếp Tu La,2,1,-1,96,10530,-1,64,Miêu Cương,501,A Vũ,64,Miêu Cương,501,A Vũ
10530001,Chỉ Thị Của Tu La Vương,0,1,-1,96,10531,-1,64,Miêu Cương,501,A Vũ,63,Nam Chiêu,527,Dương Minh
10531001,Thanh Thanh Tử Câm,1,1,-1,96,10532,-1,86,Quỳnh Châu,528,Du Du,86,Quỳnh Châu,528,Du Du
