RowIndex,Tag,ID,Name,Text,ChildrenJSON
155,Set,154,Hận Thiên ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""38""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""363""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""363""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef_p"",""Value"":""30""}}]"
156,Set,155,Bộ Phiêu Kỵ Thanh Đồng,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""13""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""129""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""119""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""1346""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""43""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""3""}}]"
157,Set,156,Bộ Phiêu Kỵ Bạch Ngân,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""21""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""213""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""194""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""2189""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""71""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""4""}}]"
158,Set,157,Bộ Phiêu Kỵ Hoàng Kim,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""28""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""297""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""268""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""3033""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""99""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""5""}}]"
159,Set,158,Bộ Phiêu Kỵ Bạch Kim,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""36""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""381""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""343""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""3876""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""127""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""6""}}]"
160,Set,159,Bộ Phiêu Kỵ Thô Bố,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""13""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""129""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""119""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""695""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""43""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""3""}}]"
161,Set,160,Bộ Phiêu Kỵ Lăng La,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""21""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""213""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""194""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""1128""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""71""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""4""}}]"
162,Set,161,Bộ Phiêu Kỵ Kim Ty,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""28""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""297""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""268""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""1562""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""99""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""5""}}]"
163,Set,162,Bộ Phiêu Kỵ Điêu Long,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""36""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""381""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""343""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""1995""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""127""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""6""}}]"
164,Set,163,Vô Ưu (Hải ngoại),,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""478""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""924""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""36""}}]"
165,Set,164,Bích Liễu,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""48""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""3""}}]"
166,Set,165,Thanh Hà,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""9""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""31""}}]"
167,Set,166,Thệ Thủy,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""121""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""3""}}]"
168,Set,167,Ánh Nguyệt,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""17""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""17""}}]"
169,Set,168,Xán Tinh,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""197""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightres"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}}]"
170,Set,169,Lôi Tập,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""235""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightatk"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
171,Set,170,Tường Không,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""29""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""28""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}}]"
172,Set,171,Hàn Sương,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""32""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""309""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""307""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk_p"",""Value"":""35""}}]"
173,Set,172,Huyền Vũ ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""346""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""3919""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
174,Set,173,Huyết Đao ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""427""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""143""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""12""}}]"
175,Set,174,Nộ Anh,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""384""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""40""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""12""}}]"
176,Set,175,Nhuệ Phong,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""40""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""22""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""40""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
177,Set,176,Đẩu Chuyển,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""399""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""42""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2967""}}]"
178,Set,177,Vô Ưu,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""99""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""99""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""36""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""108""}}]"
179,Set,178,Tiêu Hà ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""1135""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""100""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""100""}}]"
180,Set,180,Sơ trần,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""1135""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""100""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""100""}}]"
181,Set,181,Nghênh Tân,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""1135""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""100""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""100""}}]"
182,Set,182,Trùng Lâu Thiên Thương,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""5973""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""5974""}}]"
183,Set,183,Hải ngoại tân trình,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""99""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""99""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""36""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""108""}}]"
184,Set,184,Băng ngưng phong hàn,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_iceatk"",""Value"":""28""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""546""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""34""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2973""}}]"
185,Set,185,Hỏa Sí Phần Diễm,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_fireatk"",""Value"":""28""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""546""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""34""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2974""}}]"
186,Set,186,Huyền Quang Lôi Sát,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightatk"",""Value"":""28""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""546""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""34""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2975""}}]"
187,Set,187,Độc Ảnh Chướng Hoa,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Value"":""28""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""546""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""34""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2976""}}]"
188,Set,188,Băng túy ảnh nguyệt,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_iceatk"",""Value"":""32""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""609""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""38""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2977""}}]"
189,Set,189,Hỏa Ánh Tịch Dương,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_fireatk"",""Value"":""32""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""609""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""38""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2978""}}]"
190,Set,190,Huyền Minh Diệu Thần,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightatk"",""Value"":""32""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""609""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""38""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2979""}}]"
191,Set,191,Độc Minh Ảm Diệt,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Value"":""32""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""609""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""38""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2980""}}]"
192,Set,192,Tường Long,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""100""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""100""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""10""}}]"
193,Set,193,Sơ Trần (Bách Sự),,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""1135""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""100""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""100""}}]"
194,Set,194,Huỳnh Hỏa,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""48""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""6""}}]"
195,Set,195,Lưu Thỉ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""91""}}]"
196,Set,196,Phi Hoa,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""3""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""3""}}]"
197,Set,197,Phúc Tuyết,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""9""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""17""}}]"
198,Set,198,Khuynh Vân,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""197""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightres"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}}]"
199,Set,199,Thiêm Tinh,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightatk"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
200,Set,200,Niệm Nguyệt,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Value"":""7""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""29""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}}]"
201,Set,201,Vọng Nhật,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""33""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""309""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""307""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk_p"",""Value"":""35""}}]"
202,Set,202,Huyền Kình,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""346""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""129""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
203,Set,203,Cửu Biến,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""382""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""427""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""12""}}]"
204,Set,204,Thiên Công,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""143""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""384""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""12""}}]"
205,Set,205,Sóc Quang,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""40""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""22""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""7""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
206,Set,206,Hi Hòa,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""444""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2989""}}]"
207,Set,207,Trùng Lâu Thiên Hựu,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""5""}}]"
208,Set,208,Mai,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""48""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""6""}}]"
209,Set,209,U Lan,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""91""}}]"
210,Set,210,Trúc,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""3""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""3""}}]"
211,Set,211,Cúc,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""9""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""17""}}]"
212,Set,212,Triều Nhan,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""197""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightres"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}}]"
213,Set,213,Tịch Nhan,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightatk"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
214,Set,214,Vịnh Xuân,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightatk"",""Value"":""7""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""29""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}}]"
215,Set,215,Cửu Hạ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""33""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""309""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""307""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk_p"",""Value"":""35""}}]"
216,Set,216,Cẩm Thu,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""346""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""129""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
217,Set,217,Lẫm Đông,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""382""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""427""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""12""}}]"
218,Set,218,Bắc Minh,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""143""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""384""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""12""}}]"
219,Set,219,Tử Vi,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""40""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""22""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""7""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
220,Set,220,Đẩu Mẫu,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_fireatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""444""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2991""}}]"
221,Set,221,Kỳ Ảo,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""48""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""6""}}]"
222,Set,222,Viên Đào,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""91""}}]"
223,Set,223,Hán Quảng,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""3""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""3""}}]"
224,Set,224,Yến Yến,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""9""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""17""}}]"
225,Set,225,Kiêm Hà,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""197""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_iceres"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}}]"
226,Set,226,Hành Lộ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_iceatk"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
227,Set,227,Chung Phong,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_iceatk"",""Value"":""7""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""29""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}}]"
