RowIndex,Tag,TaskID,TaskName,TaskDescription,TaskType,TaskCondition,Text,ChildrenJSON
175,GuildTaskData,100174,Đánh Bại Đầu Mục,"Các <color=#f78908>Đầu Mục<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Đầu Mục quái vật bất kỳ trên mọi bản đồ!!!",KillElite,-1|25,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
176,GuildTaskData,100175,Đánh Bại Đầu Mục,"Các <color=#f78908>Đầu Mục<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Đầu Mục quái vật bất kỳ trên mọi bản đồ!!!",KillElite,-1|25,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
177,GuildTaskData,100176,Đánh Bại Đầu Mục,"Các <color=#f78908>Đầu Mục<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Đầu Mục quái vật bất kỳ trên mọi bản đồ!!!",KillElite,-1|25,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
178,GuildTaskData,100177,Đánh Bại Đầu Mục,"Các <color=#f78908>Đầu Mục<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Đầu Mục quái vật bất kỳ trên mọi bản đồ!!!",KillElite,-1|25,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
179,GuildTaskData,100178,Đánh Bại Đầu Mục,"Các <color=#f78908>Đầu Mục<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Đầu Mục quái vật bất kỳ trên mọi bản đồ!!!",KillElite,-1|25,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
180,GuildTaskData,100179,Đánh Bại Đầu Mục,"Các <color=#f78908>Đầu Mục<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Đầu Mục quái vật bất kỳ trên mọi bản đồ!!!",KillElite,-1|25,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
181,GuildTaskData,100180,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|5,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
182,GuildTaskData,100181,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|5,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
183,GuildTaskData,100182,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|5,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
184,GuildTaskData,100183,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|5,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
185,GuildTaskData,100184,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|5,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
186,GuildTaskData,100185,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|5,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
187,GuildTaskData,100186,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|5,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
188,GuildTaskData,100187,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|5,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
189,GuildTaskData,100188,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|8,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
190,GuildTaskData,100189,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|8,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
191,GuildTaskData,100190,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|8,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
192,GuildTaskData,100191,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|8,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
193,GuildTaskData,100192,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|8,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
194,GuildTaskData,100193,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|8,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
195,GuildTaskData,100194,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|8,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
196,GuildTaskData,100195,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|8,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
197,GuildTaskData,100196,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|8,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
198,GuildTaskData,100197,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|8,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
199,GuildTaskData,100198,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|10,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
200,GuildTaskData,100199,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|10,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
201,GuildTaskData,100200,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|10,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
202,GuildTaskData,100201,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|10,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
203,GuildTaskData,100202,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|10,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
204,GuildTaskData,100203,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|10,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
205,GuildTaskData,100204,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|10,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
206,GuildTaskData,100205,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|10,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
207,GuildTaskData,100206,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|10,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
208,GuildTaskData,100207,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|10,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
209,GuildTaskData,100208,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|12,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
210,GuildTaskData,100209,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|12,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
211,GuildTaskData,100210,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|12,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
212,GuildTaskData,100211,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|12,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
213,GuildTaskData,100212,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|12,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
214,GuildTaskData,100213,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|12,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
215,GuildTaskData,100214,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|12,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
216,GuildTaskData,100215,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|12,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
217,GuildTaskData,100216,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|12,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
218,GuildTaskData,100217,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|12,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
219,GuildTaskData,100218,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|15,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
220,GuildTaskData,100219,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|15,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
221,GuildTaskData,100220,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|15,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
222,GuildTaskData,100221,Đánh Bại Thủ Lĩnh,"Các <color=#f78908>Thủ Lĩnh<color=#473115> đang tập trung lực lượng để xâm phạm lãnh địa của chúng ta, hãy hợp sức lại tiêu diệt bọn chúng. Tiêu diệt Thủ Lĩnh quái vật trên mọi bản đồ!!!",KillLeader,-1|15,,"[{""Tag"":""GuildAward"",""Attributes"":{""GuildExp"":""500"",""GuildMoney"":""1000"",""Items"":""40010958|2;40010959|2""}},{""Tag"":""StepAward"",""Attributes"":{""WeeklyScore"":""5"",""GuildMoney"":""5""}}]"
