RowIndex,Tag,ID,NextID,Name,Type,Level,Model,ScaleP,ManPosition,WomanPosition,ManRotation,WomanRotation,UseAdditiveShader,Alpha,Text,ChildrenJSON
264,Wing,713,723,Phụ thể - Thiên Vũ Biến Sắc(Cấp 2),Fly,2,QinZiHeTi150604ChiBang02_3,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
265,Wing,714,724,Phụ thể - Thiên Vũ Biến Sắc(Cấp 2),Fly,2,QinZiHeTi150604ChiBang02_4,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
266,Wing,715,725,Phụ thể - Thiên Vũ Biến Sắc(Cấp 2),Fly,2,QinZiHeTi150604ChiBang02_5,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
267,Wing,716,726,Phụ thể - Thiên Vũ Biến Sắc(Cấp 2),Fly,2,QinZiHeTi150604ChiBang02_6,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
268,Wing,717,727,Phụ thể - Thiên Vũ Biến Sắc(Cấp 2),Fly,2,QinZiHeTi150604ChiBang02_7,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
269,Wing,720,730,Phụ thể - Thiên Vũ (Cấp 3),Fly,3,QinZiHeTi150604ChiBang03,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
270,Wing,721,731,Phụ thể - Thiên Vũ Biến Sắc(Cấp 3),Fly,3,QinZiHeTi150604ChiBang03_1,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
271,Wing,722,732,Phụ thể - Thiên Vũ Biến Sắc(Cấp 3),Fly,3,QinZiHeTi150604ChiBang03_2,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
272,Wing,723,733,Phụ thể - Thiên Vũ Biến Sắc(Cấp 3),Fly,3,QinZiHeTi150604ChiBang03_3,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
273,Wing,724,734,Phụ thể - Thiên Vũ Biến Sắc(Cấp 3),Fly,3,QinZiHeTi150604ChiBang03_4,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
274,Wing,725,735,Phụ thể - Thiên Vũ Biến Sắc(Cấp 3),Fly,3,QinZiHeTi150604ChiBang03_5,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
275,Wing,726,736,Phụ thể - Thiên Vũ Biến Sắc(Cấp 3),Fly,3,QinZiHeTi150604ChiBang03_6,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
276,Wing,727,737,Phụ thể - Thiên Vũ Biến Sắc(Cấp 3),Fly,3,QinZiHeTi150604ChiBang03_7,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
277,Wing,730,740,Phụ thể - Thiên Vũ (Cấp 4),Fly,4,QinZiHeTi150604ChiBang04,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
278,Wing,731,741,Phụ thể - Thiên Vũ Biến Sắc (Cấp 4),Fly,4,QinZiHeTi150604ChiBang04_1,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
279,Wing,732,742,Phụ thể - Thiên Vũ Biến Sắc (Cấp 4),Fly,4,QinZiHeTi150604ChiBang04_2,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
280,Wing,733,743,Phụ thể - Thiên Vũ Biến Sắc (Cấp 4),Fly,4,QinZiHeTi150604ChiBang04_3,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
281,Wing,734,744,Phụ thể - Thiên Vũ Biến Sắc (Cấp 4),Fly,4,QinZiHeTi150604ChiBang04_4,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
282,Wing,735,745,Phụ thể - Thiên Vũ Biến Sắc (Cấp 4),Fly,4,QinZiHeTi150604ChiBang04_5,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
283,Wing,736,746,Phụ thể - Thiên Vũ Biến Sắc (Cấp 4),Fly,4,QinZiHeTi150604ChiBang04_6,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
284,Wing,737,747,Phụ thể - Thiên Vũ Biến Sắc (Cấp 4),Fly,4,QinZiHeTi150604ChiBang04_7,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
285,Wing,740,750,Phụ thể - Thiên Vũ (Cấp 5),Fly,5,QinZiHeTi150604ChiBang05,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
286,Wing,741,751,Phụ thể - Thiên Vũ Biến Sắc(Cấp 5),Fly,5,QinZiHeTi150604ChiBang05_1,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
287,Wing,742,752,Phụ thể - Thiên Vũ Biến Sắc(Cấp 5),Fly,5,QinZiHeTi150604ChiBang05_2,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
288,Wing,743,753,Phụ thể - Thiên Vũ Biến Sắc(Cấp 5),Fly,5,QinZiHeTi150604ChiBang05_3,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
289,Wing,744,754,Phụ thể - Thiên Vũ Biến Sắc(Cấp 5),Fly,5,QinZiHeTi150604ChiBang05_4,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
290,Wing,745,755,Phụ thể - Thiên Vũ Biến Sắc(Cấp 5),Fly,5,QinZiHeTi150604ChiBang05_5,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
291,Wing,746,756,Phụ thể - Thiên Vũ Biến Sắc(Cấp 5),Fly,5,QinZiHeTi150604ChiBang05_6,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
292,Wing,747,757,Phụ thể - Thiên Vũ Biến Sắc(Cấp 5),Fly,5,QinZiHeTi150604ChiBang05_7,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
293,Wing,750,-1,Phụ thể - Thiên Vũ (Cấp 6),Fly,6,QinZiHeTi150604ChiBang06,"180,180,180","0,-10,-5","0,-11,-5","60,0,0","50,-3,0",false,50,,
294,Wing,751,-1,Phụ thể - Thiên Vũ Biến Sắc(Cấp 6),Fly,6,QinZiHeTi150604ChiBang06_1,"180,180,180","0,-10,-5","0,-11,-5","60,0,0","50,-3,0",false,50,,
295,Wing,752,-1,Phụ thể - Thiên Vũ Biến Sắc(Cấp 6),Fly,6,QinZiHeTi150604ChiBang06_2,"180,180,180","0,-10,-5","0,-11,-5","60,0,0","50,-3,0",false,50,,
296,Wing,753,-1,Phụ thể - Thiên Vũ Biến Sắc(Cấp 6),Fly,6,QinZiHeTi150604ChiBang06_3,"180,180,180","0,-10,-5","0,-11,-5","60,0,0","50,-3,0",false,50,,
297,Wing,754,-1,Phụ thể - Thiên Vũ Biến Sắc(Cấp 6),Fly,6,QinZiHeTi150604ChiBang06_4,"180,180,180","0,-10,-5","0,-11,-5","60,0,0","50,-3,0",false,50,,
298,Wing,755,-1,Phụ thể - Thiên Vũ Biến Sắc(Cấp 6),Fly,6,QinZiHeTi150604ChiBang06_5,"180,180,180","0,-10,-5","0,-11,-5","60,0,0","50,-3,0",false,50,,
299,Wing,756,-1,Phụ thể - Thiên Vũ Biến Sắc(Cấp 6),Fly,6,QinZiHeTi150604ChiBang06_6,"180,180,180","0,-10,-5","0,-11,-5","60,0,0","50,-3,0",false,50,,
300,Wing,757,-1,Phụ thể - Thiên Vũ Biến Sắc(Cấp 6),Fly,6,QinZiHeTi150604ChiBang06_7,"180,180,180","0,-10,-5","0,-11,-5","60,0,0","50,-3,0",false,50,,
301,Wing,800,810,Phụ thể - Sương Hạc (Cấp 1),Crane,1,ShouHunFuTi190329He01,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
302,Wing,801,811,Phụ thể - Sương Hạc Biến Sắc (Cấp 1),Crane,1,ShouHunFuTi190329He01BianSe01,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
303,Wing,802,812,Phụ thể - Sương Hạc Biến Sắc (Cấp 1),Crane,1,ShouHunFuTi190329He01BianSe02,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
304,Wing,803,813,Phụ thể - Sương Hạc Biến Sắc (Cấp 1),Crane,1,ShouHunFuTi190329He01BianSe03,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
305,Wing,804,814,Phụ thể - Sương Hạc Biến Sắc (Cấp 1),Crane,1,ShouHunFuTi190329He01BianSe04,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
306,Wing,805,815,Phụ thể - Sương Hạc Biến Sắc (Cấp 1),Crane,1,ShouHunFuTi190329He01BianSe05,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
307,Wing,806,816,Phụ thể - Sương Hạc Biến Sắc (Cấp 1),Crane,1,ShouHunFuTi190329He01BianSe06,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
308,Wing,807,817,Phụ thể - Sương Hạc Biến Sắc (Cấp 1),Crane,1,ShouHunFuTi190329He01BianSe07,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
309,Wing,808,818,Phụ thể - Sương Hạc Biến Sắc (Cấp 1),Crane,1,ShouHunFuTi190329He01BianSe08,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
310,Wing,810,820,Phụ thể - Sương Hạc (Cấp 2),Crane,2,ShouHunFuTi190329He02,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
311,Wing,811,821,Phụ thể - Sương Hạc Biến Sắc (Cấp 2),Crane,2,ShouHunFuTi190329He02BianSe01,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
312,Wing,812,822,Phụ thể - Sương Hạc Biến Sắc (Cấp 2),Crane,2,ShouHunFuTi190329He02BianSe02,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
313,Wing,813,823,Phụ thể - Sương Hạc Biến Sắc (Cấp 2),Crane,2,ShouHunFuTi190329He02BianSe03,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
314,Wing,814,824,Phụ thể - Sương Hạc Biến Sắc (Cấp 2),Crane,2,ShouHunFuTi190329He02BianSe04,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
315,Wing,815,825,Phụ thể - Sương Hạc Biến Sắc (Cấp 2),Crane,2,ShouHunFuTi190329He02BianSe05,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
316,Wing,816,826,Phụ thể - Sương Hạc Biến Sắc (Cấp 2),Crane,2,ShouHunFuTi190329He02BianSe06,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
317,Wing,817,827,Phụ thể - Sương Hạc Biến Sắc (Cấp 2),Crane,2,ShouHunFuTi190329He02BianSe07,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
318,Wing,818,828,Phụ thể - Sương Hạc Biến Sắc (Cấp 2),Crane,2,ShouHunFuTi190329He02BianSe08,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
319,Wing,820,830,Phụ thể - Sương Hạc (Cấp 3),Crane,3,ShouHunFuTi190329He03,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
320,Wing,821,831,Phụ thể - Sương Hạc Biến Sắc (Cấp 3),Crane,3,ShouHunFuTi190329He03BianSe01,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
321,Wing,822,832,Phụ thể - Sương Hạc Biến Sắc (Cấp 3),Crane,3,ShouHunFuTi190329He03BianSe02,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
322,Wing,823,833,Phụ thể - Sương Hạc Biến Sắc (Cấp 3),Crane,3,ShouHunFuTi190329He03BianSe03,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
323,Wing,824,834,Phụ thể - Sương Hạc Biến Sắc (Cấp 3),Crane,3,ShouHunFuTi190329He03BianSe04,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
324,Wing,825,835,Phụ thể - Sương Hạc Biến Sắc (Cấp 3),Crane,3,ShouHunFuTi190329He03BianSe05,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
325,Wing,826,836,Phụ thể - Sương Hạc Biến Sắc (Cấp 3),Crane,3,ShouHunFuTi190329He03BianSe06,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
326,Wing,827,837,Phụ thể - Sương Hạc Biến Sắc (Cấp 3),Crane,3,ShouHunFuTi190329He03BianSe07,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
327,Wing,828,838,Phụ thể - Sương Hạc Biến Sắc (Cấp 3),Crane,3,ShouHunFuTi190329He03BianSe08,"100,100,100","40,10,20","40,10,20","90,0,0","90,0,0",false,50,,
328,Wing,830,840,Phụ thể - Sương Hạc (Cấp 4),Crane,4,ShouHunFuTi190329He04,"100,100,100","50,20,20","50,20,20","90,0,0","90,0,0",false,50,,
329,Wing,831,841,Phụ thể - Sương Hạc Biến Sắc (Cấp 4),Crane,4,ShouHunFuTi190329He04BianSe01,"100,100,100","50,20,20","50,20,20","90,0,0","90,0,0",false,50,,
330,Wing,832,842,Phụ thể - Sương Hạc Biến Sắc (Cấp 4),Crane,4,ShouHunFuTi190329He04BianSe02,"100,100,100","50,20,20","50,20,20","90,0,0","90,0,0",false,50,,
331,Wing,833,843,Phụ thể - Sương Hạc Biến Sắc (Cấp 4),Crane,4,ShouHunFuTi190329He04BianSe03,"100,100,100","50,20,20","50,20,20","90,0,0","90,0,0",false,50,,
332,Wing,834,844,Phụ thể - Sương Hạc Biến Sắc (Cấp 4),Crane,4,ShouHunFuTi190329He04BianSe04,"100,100,100","50,20,20","50,20,20","90,0,0","90,0,0",false,50,,
333,Wing,835,845,Phụ thể - Sương Hạc Biến Sắc (Cấp 4),Crane,4,ShouHunFuTi190329He04BianSe05,"100,100,100","50,20,20","50,20,20","90,0,0","90,0,0",false,50,,
334,Wing,836,846,Phụ thể - Sương Hạc Biến Sắc (Cấp 4),Crane,4,ShouHunFuTi190329He04BianSe06,"100,100,100","50,20,20","50,20,20","90,0,0","90,0,0",false,50,,
335,Wing,837,847,Phụ thể - Sương Hạc Biến Sắc (Cấp 4),Crane,4,ShouHunFuTi190329He04BianSe07,"100,100,100","50,20,20","50,20,20","90,0,0","90,0,0",false,50,,
336,Wing,838,848,Phụ thể - Sương Hạc Biến Sắc (Cấp 4),Crane,4,ShouHunFuTi190329He04BianSe08,"100,100,100","50,20,20","50,20,20","90,0,0","90,0,0",false,50,,
337,Wing,840,-1,Phụ thể - Sương Hạc (Cấp 5),Crane,5,ShouHunFuTi190329He05,"100,100,100","50,10,30","50,10,30","-140,90,90","-140,90,90",false,50,,
338,Wing,841,-1,Phụ thể - Sương Hạc Biến Sắc (Cấp 5),Crane,5,ShouHunFuTi190329He05BianSe01,"100,100,100","50,10,30","50,10,30","-140,90,90","-140,90,90",false,50,,
339,Wing,842,-1,Phụ thể - Sương Hạc Biến Sắc (Cấp 5),Crane,5,ShouHunFuTi190329He05BianSe02,"100,100,100","50,10,30","50,10,30","-140,90,90","-140,90,90",false,50,,
340,Wing,843,-1,Phụ thể - Sương Hạc Biến Sắc (Cấp 5),Crane,5,ShouHunFuTi190329He05BianSe03,"100,100,100","50,10,30","50,10,30","-140,90,90","-140,90,90",false,50,,
341,Wing,844,-1,Phụ thể - Sương Hạc Biến Sắc (Cấp 5),Crane,5,ShouHunFuTi190329He05BianSe04,"100,100,100","50,10,30","50,10,30","-140,90,90","-140,90,90",false,50,,
342,Wing,845,-1,Phụ thể - Sương Hạc Biến Sắc (Cấp 5),Crane,5,ShouHunFuTi190329He05BianSe05,"100,100,100","50,10,30","50,10,30","-140,90,90","-140,90,90",false,50,,
343,Wing,846,-1,Phụ thể - Sương Hạc Biến Sắc (Cấp 5),Crane,5,ShouHunFuTi190329He05BianSe06,"100,100,100","50,10,30","50,10,30","-140,90,90","-140,90,90",false,50,,
344,Wing,847,-1,Phụ thể - Sương Hạc Biến Sắc (Cấp 5),Crane,5,ShouHunFuTi190329He05BianSe07,"100,100,100","50,10,30","50,10,30","-140,90,90","-140,90,90",false,50,,
345,Wing,848,-1,Phụ thể - Sương Hạc Biến Sắc (Cấp 5),Crane,5,ShouHunFuTi190329He05BianSe08,"100,100,100","50,10,30","50,10,30","-140,90,90","-140,90,90",false,50,,
346,Wing,900,910,Phụ thể - Thiên Hoàng (Cấp 1),SuperPhoenix,1,Psoul_2024FengHuangJi,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
347,Wing,901,911,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 1),SuperPhoenix,1,Psoul_2024FengHuangJi03,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
348,Wing,902,912,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 1),SuperPhoenix,1,Psoul_2024FengHuangJi05,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
349,Wing,903,913,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 1),SuperPhoenix,1,Psoul_2024FengHuangJi06,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
350,Wing,904,914,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 1),SuperPhoenix,1,Psoul_2024FengHuangJi07,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
351,Wing,905,915,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 1),SuperPhoenix,1,Psoul_2024FengHuangJi08,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
352,Wing,906,916,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 1),SuperPhoenix,1,Psoul_2024FengHuangJi09,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
353,Wing,907,917,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 1),SuperPhoenix,1,Psoul_2024FengHuangJi10,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
354,Wing,908,918,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 1),SuperPhoenix,1,Psoul_2024FengHuangJi11,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
355,Wing,910,920,Phụ thể - Thiên Hoàng (Cấp 2),SuperPhoenix,2,Psoul_2024FengHuangErJi,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
356,Wing,911,921,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 2),SuperPhoenix,2,Psoul_2024FengHuangErJi03,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
357,Wing,912,922,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 2),SuperPhoenix,2,Psoul_2024FengHuangErJi05,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
358,Wing,913,923,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 2),SuperPhoenix,2,Psoul_2024FengHuangErJi06,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
359,Wing,914,924,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 2),SuperPhoenix,2,Psoul_2024FengHuangErJi07,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
360,Wing,915,925,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 2),SuperPhoenix,2,Psoul_2024FengHuangErJi08,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
361,Wing,916,926,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 2),SuperPhoenix,2,Psoul_2024FengHuangErJi09,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
362,Wing,917,927,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 2),SuperPhoenix,2,Psoul_2024FengHuangErJi10,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
363,Wing,918,928,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 2),SuperPhoenix,2,Psoul_2024FengHuangErJi11,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
364,Wing,920,930,Phụ thể - Thiên Hoàng (Cấp 3),SuperPhoenix,3,psoul_2024FengHuangSanJi,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
365,Wing,921,931,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 3),SuperPhoenix,3,psoul_2024FengHuangSanJi03,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
366,Wing,922,932,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 3),SuperPhoenix,3,psoul_2024FengHuangSanJi05,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
367,Wing,923,933,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 3),SuperPhoenix,3,psoul_2024FengHuangSanJi06,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
368,Wing,924,934,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 3),SuperPhoenix,3,psoul_2024FengHuangSanJi07,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
369,Wing,925,935,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 3),SuperPhoenix,3,psoul_2024FengHuangSanJi08,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
370,Wing,926,936,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 3),SuperPhoenix,3,psoul_2024FengHuangSanJi09,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
371,Wing,927,937,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 3),SuperPhoenix,3,psoul_2024FengHuangSanJi10,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
372,Wing,928,938,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 3),SuperPhoenix,3,psoul_2024FengHuangSanJi11,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
373,Wing,930,940,Phụ thể - Thiên Hoàng (Cấp 4),SuperPhoenix,4,psoul_2024FengHuangSiJi,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
374,Wing,931,941,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 4),SuperPhoenix,4,psoul_2024FengHuangSiJi03,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
375,Wing,932,942,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 4),SuperPhoenix,4,psoul_2024FengHuangSiJi05,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
376,Wing,933,943,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 4),SuperPhoenix,4,psoul_2024FengHuangSiJi06,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
377,Wing,934,944,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 4),SuperPhoenix,4,psoul_2024FengHuangSiJi07,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
378,Wing,935,945,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 4),SuperPhoenix,4,psoul_2024FengHuangSiJi08,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
379,Wing,936,946,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 4),SuperPhoenix,4,psoul_2024FengHuangSiJi09,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
380,Wing,937,947,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 4),SuperPhoenix,4,psoul_2024FengHuangSiJi10,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
381,Wing,938,948,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 4),SuperPhoenix,4,psoul_2024FengHuangSiJi11,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
382,Wing,940,-1,Phụ thể - Thiên Hoàng (Cấp 5),SuperPhoenix,5,psoul_2024FengHuangWuJi,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
383,Wing,941,-1,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 5),SuperPhoenix,5,psoul_2024FengHuangWuJi03,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
384,Wing,942,-1,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 5),SuperPhoenix,5,psoul_2024FengHuangWuJi05,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
385,Wing,943,-1,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 5),SuperPhoenix,5,psoul_2024FengHuangWuJi06,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
386,Wing,944,-1,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 5),SuperPhoenix,5,psoul_2024FengHuangWuJi07,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
387,Wing,945,-1,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 5),SuperPhoenix,5,psoul_2024FengHuangWuJi08,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
388,Wing,946,-1,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 5),SuperPhoenix,5,psoul_2024FengHuangWuJi09,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
389,Wing,947,-1,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 5),SuperPhoenix,5,psoul_2024FengHuangWuJi10,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
390,Wing,948,-1,Phụ thể - Thiên Hoàng Biến Sắc (Cấp 5),SuperPhoenix,5,psoul_2024FengHuangWuJi11,"100,100,100","0,0,-15","0,0,-15","180,0,0","180,0,0",false,50,,
391,Wing,1000,1010,Phụ thể - Long Hoàng (Cấp 1),SuperDragon,1,ShouHun230328JinLongJi,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
392,Wing,1001,1011,Phụ thể - Long Hoàng Biến Sắc (Cấp 1),SuperDragon,1,ShouHun230328JinLongJi01,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
393,Wing,1002,1012,Phụ thể - Long Hoàng Biến Sắc (Cấp 1),SuperDragon,1,ShouHun230328JinLongJi02,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
394,Wing,1003,1013,Phụ thể - Long Hoàng Biến Sắc (Cấp 1),SuperDragon,1,ShouHun230328JinLongJi03,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
395,Wing,1004,1014,Phụ thể - Long Hoàng Biến Sắc (Cấp 1),SuperDragon,1,ShouHun230328JinLongJi04,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
396,Wing,1005,1015,Phụ thể - Long Hoàng Biến Sắc (Cấp 1),SuperDragon,1,ShouHun230328JinLongJi05,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
