RowIndex,Tag,ID,Name,Icon,TypeDesc,TargetType,ItemLevel,RequireLevel,BasePrice,SellPrice,Throwable,Sellable,Bound,Stack,MaxUsageTimes,DurationHour,ExtraHint,ProgressTime,ProgressTick,MaxUsageTimesPerDay,Text,ChildrenJSON
403,Medicine,30202033,Hộ Thể Trung,MenpaiGoods_15,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_stamina"",""Values"":""50,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202031,-1,-1""}}]"
404,Medicine,30202034,Linh Xảo Trung,MenpaiGoods_13,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dexterity"",""Values"":""15,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202034,-1,-1""}}]"
405,Medicine,30202035,Yến Hành Trung,MenpaiGoods_14,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dexterity"",""Values"":""30,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202034,-1,-1""}}]"
406,Medicine,30202036,Thần Hành Trung,MenpaiGoods_15,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dexterity"",""Values"":""50,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202034,-1,-1""}}]"
407,Medicine,30202037,Linh Xảo Hỏa,MenpaiGoods_5,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dexterity"",""Values"":""15,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202037,-1,-1""}}]"
408,Medicine,30202038,Yến Hành Hỏa,MenpaiGoods_6,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dexterity"",""Values"":""30,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202037,-1,-1""}}]"
409,Medicine,30202039,Thần Hành Hỏa,MenpaiGoods_7,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dexterity"",""Values"":""50,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202037,-1,-1""}}]"
410,Medicine,30202040,Linh Xảo Tửu,Medicine2_11,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dexterity"",""Values"":""15,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202040,-1,-1""}}]"
411,Medicine,30202041,Yến Hành Tửu,Medicine2_12,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dexterity"",""Values"":""30,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202040,-1,-1""}}]"
412,Medicine,30202042,Thần Hành Tửu,CircularTaskTool5_12,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dexterity"",""Values"":""50,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202040,-1,-1""}}]"
413,Medicine,30202043,Linh Xảo Thiệp,Charm_1,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dexterity"",""Values"":""15,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202043,-1,-1""}}]"
414,Medicine,30202044,Yến Hành Thiệp,Charm_9,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dexterity"",""Values"":""30,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202043,-1,-1""}}]"
415,Medicine,30202045,Thần Hành Thiệp,Charm_10,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dexterity"",""Values"":""50,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202043,-1,-1""}}]"
416,Medicine,30202046,Linh Xảo Tinh,MenpaiGoods_9,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dexterity"",""Values"":""15,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202046,-1,-1""}}]"
417,Medicine,30202047,Yến Hành Tinh,MenpaiGoods_10,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dexterity"",""Values"":""30,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202046,-1,-1""}}]"
418,Medicine,30202048,Thần Hành Tinh,MenpaiGoods_11,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dexterity"",""Values"":""50,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202046,-1,-1""}}]"
419,Medicine,30202049,Tiểu Phật Xá Lợi,MenpaiGoods_1,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonres"",""Values"":""15,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202049,-1,-1""}}]"
420,Medicine,30202050,Đại Phật Xá Lợi,MenpaiGoods_2,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonres"",""Values"":""30,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202049,-1,-1""}}]"
421,Medicine,30202051,Di Lặc Xá Lợi,MenpaiGoods_3,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonres"",""Values"":""50,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202049,-1,-1""}}]"
422,Medicine,30202052,Thiểm Tỵ Trung,MenpaiGoods_15,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Values"":""50,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202052,-1,-1""}}]"
423,Medicine,30202053,Đóa Thiểm Trung,MenpaiGoods_16,Dược phẩm,Self,4,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Values"":""150,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202052,-1,-1""}}]"
424,Medicine,30202054,Bồ Đề Xá Lợi,MenpaiGoods_3,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Values"":""50,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202052,-1,-1""}}]"
425,Medicine,30202055,La Hán Xá Lợi,MenpaiGoods_4,Dược phẩm,Self,4,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Values"":""150,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202052,-1,-1""}}]"
426,Medicine,30202056,Tinh Luyện Hỏa,MenpaiGoods_5,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_iceres"",""Values"":""15,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202056,-1,-1""}}]"
427,Medicine,30202057,Xích Luyện Hỏa,MenpaiGoods_6,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_iceres"",""Values"":""30,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202056,-1,-1""}}]"
428,Medicine,30202058,Thần Luyện Hỏa,MenpaiGoods_7,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_iceres"",""Values"":""50,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202056,-1,-1""}}]"
429,Medicine,30202059,Huyền Phòng Trùng Tửu,Medicine2_11,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightres"",""Values"":""15,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202059,-1,-1""}}]"
430,Medicine,30202060,Huyền Phòng Dược Tửu,Medicine2_12,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightres"",""Values"":""30,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202059,-1,-1""}}]"
431,Medicine,30202061,Huyền Phòng Sà Tửu,CircularTaskTool5_14,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightres"",""Values"":""50,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202059,-1,-1""}}]"
432,Medicine,30202062,Hoa Tử Trùng Tửu,TaskTools5_9,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Values"":""50,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202062,-1,-1""}}]"
433,Medicine,30202063,Hoa Tử Sà Tửu,TaskTools1_5,Dược phẩm,Self,4,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Values"":""150,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202062,-1,-1""}}]"
434,Medicine,30202064,Chướng Khí Độc,OtherTools1_8,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightres"",""Values"":""15,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202064,-1,-1""}}]"
435,Medicine,30202065,Hàn Thấp Độc,OtherTools1_9,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightres"",""Values"":""30,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202064,-1,-1""}}]"
436,Medicine,30202066,Vân Khí Độc,OtherTools1_10,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightres"",""Values"":""50,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202064,-1,-1""}}]"
437,Medicine,30202067,Đồng Bì Đan,Medicine2_10,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonres"",""Values"":""15,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202067,-1,-1""}}]"
438,Medicine,30202068,Thiết Bì Đan,Medicine2_5,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonres"",""Values"":""30,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202067,-1,-1""}}]"
439,Medicine,30202069,Long Cốt Đan,Medicine2_6,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonres"",""Values"":""50,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202067,-1,-1""}}]"
440,Medicine,30202070,Viễn Sơn Thiệp,Charm_1,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Values"":""50,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202070,-1,-1""}}]"
441,Medicine,30202071,Lưu Vân Thiệp,Charm_9,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Values"":""150,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202070,-1,-1""}}]"
442,Medicine,30202072,Tàn Dương Thiệp,Charm_10,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Values"":""250,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202070,-1,-1""}}]"
443,Medicine,30202073,Thủy Kính Phù,Charm_4,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_iceres"",""Values"":""15,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202073,-1,-1""}}]"
444,Medicine,30202074,Hàn Băng Phù,Charm_7,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_iceres"",""Values"":""30,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202073,-1,-1""}}]"
445,Medicine,30202075,Huyền Băng Phù,Charm_8,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_iceres"",""Values"":""50,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202073,-1,-1""}}]"
446,Medicine,30202076,Tỵ Điện Phù,Charm_4,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightres"",""Values"":""15,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202076,-1,-1""}}]"
447,Medicine,30202077,Tỵ Lôi Phù,Charm_7,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightres"",""Values"":""30,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_buff_group"",""Values"":""30202076,-1,-1""}}]"
