RowIndex,Tag,ID,Sex,Name,Model,LerpFactor,Text,ChildrenJSON
255,Hair,254,0,Ô Mặc Phát,W_hair_2021wanjuanshu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021wanjuanshu"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021wanjuanshuBanTou"",""LerpFactor"":""0""}}]"
256,Hair,255,1,Ô Mặc Phát,M_hair_2021wanjuanshu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021wanjuanshu"",""LerpFactor"":""0""}}]"
257,Hair,256,0,Vũ Hàn Phát,W_hair_CR_2021gaoshou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_CR_2021gaoshou"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_CR_2021gaoshouBanTou"",""LerpFactor"":""0""}}]"
258,Hair,257,1,Vũ Hàn Phát,M_hair_CR_2021gaoshou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_CR_2021gaoshou"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_CR_2021gaoshouBanTou"",""LerpFactor"":""0""}}]"
259,Hair,258,0,Táp Hiểu Phát,W_hair_CR_2021gaoji,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_CR_2021gaoji"",""LerpFactor"":""0""}}]"
260,Hair,259,1,Táp Hiểu Phát,M_hair_CR_2021gaoji,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_CR_2021gaoji"",""LerpFactor"":""0""}}]"
261,Hair,260,0,Vãn Hương Phát,W_hair_2021yese,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021yese"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021yeseBanTou"",""LerpFactor"":""0""}}]"
262,Hair,261,1,Vãn Hương Phát,M_hair_2021yese,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021yese"",""LerpFactor"":""0""}}]"
263,Hair,262,0,Toái Tịch Phát,W_hair_2021huanghelou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021huanghelou"",""LerpFactor"":""0""}}]"
264,Hair,263,1,Toái Tịch Phát,M_hair_2021huanghelou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021huanghelou"",""LerpFactor"":""0""}}]"
265,Hair,264,0,Vi Lan Phát,W_hair_2021huanghelou01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021huanghelou01"",""LerpFactor"":""0""}}]"
266,Hair,265,1,Vi Lan Phát,M_hair_2021huanghelou01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021huanghelou"",""LerpFactor"":""0""}}]"
267,Hair,266,0,Phương Đình Phát,W_hair_2021lvmaoqiu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021lvmaoqiu"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021lvmaoqiuBanTou"",""LerpFactor"":""0""}}]"
268,Hair,267,1,Phương Đình Phát,M_hair_2021lvmaoqiu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021lvmaoqiuBanTou"",""LerpFactor"":""0""}}]"
269,Hair,268,0,Náo Xuân Phát,W_hair_2021xingshi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021xingshi"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021xingshiBanTou"",""LerpFactor"":""0""}}]"
270,Hair,269,1,Náo Xuân Phát,M_hair_2021xingshi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021xingshi"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021xingshiBanTou"",""LerpFactor"":""0""}}]"
271,Hair,270,0,Linh Chiếu Phát,W_hair_2021baicha,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021lvmaoqiuBanTou"",""LerpFactor"":""0""}}]"
272,Hair,271,1,Linh Chiếu Phát,M_hair_2021baicha,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021baicha"",""LerpFactor"":""0""}}]"
273,Hair,272,0,Hồng Vận Phát,W_hair_2021nianhua,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021nianhua"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021nianhuaBanTou"",""LerpFactor"":""0""}}]"
274,Hair,273,1,Hồng Vận Phát,M_hair_2021nianhua,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021nianhua"",""LerpFactor"":""0""}}]"
275,Hair,274,0,Liên Lý Phát,W_hair_2021baise,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021baise"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021baiseBanTou"",""LerpFactor"":""0""}}]"
276,Hair,275,1,Liên Lý Phát,M_hair_2021baise,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021baise"",""LerpFactor"":""0""}}]"
277,Hair,276,0,Nhu Tình Phát,W_hair_2021baise10,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021baise10"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021baise10BanTou"",""LerpFactor"":""0""}}]"
278,Hair,277,1,Nhu Tình Phát,M_hair_2021baise10,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021baise10"",""LerpFactor"":""0""}}]"
279,Hair,278,0,Phong Vũ Phát,W_hair_2021ziyou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021ziyou"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021ziyouBanTou"",""LerpFactor"":""0""}}]"
280,Hair,279,1,Phong Vũ Phát,M_hair_2021ziyou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021ziyou"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021ziyouBanTou"",""LerpFactor"":""0""}}]"
281,Hair,280,0,Lạc Anh Phát,W_hair_2022huachaojieB,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022huachaojieB"",""LerpFactor"":""0""}}]"
282,Hair,281,1,Lạc Anh Phát,M_hair_2022huachaojieB,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022huachaojieB"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022huachaojieBBanTou"",""LerpFactor"":""0""}}]"
283,Hair,282,0,Ngâm Phong Phát,W_hair_2022xiongmao,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022xiongmao"",""LerpFactor"":""0""}}]"
284,Hair,283,1,Ngâm Phong Phát,M_hair_2022xiongmao,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022xiongmao"",""LerpFactor"":""0""}}]"
285,Hair,284,0,Điểm Giáng Phát,W_hair_2021huazhaojie,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021huazhaojie"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021huazhaojieBanTou"",""LerpFactor"":""0""}}]"
286,Hair,285,1,Điểm Giáng Phát,M_hair_2021huazhaojie,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021huazhaojie"",""LerpFactor"":""0""}}]"
287,Hair,286,0,Tùng Hạc Phát,W_hair_2022PBRtianxiahuiwu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022PBRtianxiahuiwu"",""LerpFactor"":""0""}}]"
288,Hair,287,1,Tùng Hạc Phát,M_hair_2022PBRtianxiahuiwu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022PBRtianxiahuiwu"",""LerpFactor"":""0""}}]"
289,Hair,288,0,Phi My Phát,NuZhuJiaoTouFaYanMenGuanShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiYanMenGuanShiZhuang"",""LerpFactor"":""0""}}]"
290,Hair,289,1,Phi My Phát,NanZhuJiaoTouFaYanMenGuanShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiYanMenGuanShiZhuang"",""LerpFactor"":""0""}}]"
291,Hair,290,0,Tố Vãn Phát,W_hair_2022muguiying,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022muguiying"",""LerpFactor"":""0""}}]"
292,Hair,291,1,Tố Vãn Phát,M_hair_2022yangzongbao,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":"""",""LerpFactor"":""0""}}]"
293,Hair,292,0,Điểm Thanh Phát,W_hair_2021fuchunshanju,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021fuchunshanju"",""LerpFactor"":""0""}}]"
294,Hair,293,1,Điểm Thanh Phát,M_hair_2021fuchunshanju,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021fuchunshanju"",""LerpFactor"":""0""}}]"
295,Hair,294,0,Hàm Phương Phát,W_hair_2022wangyuyan,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022wangyuyan"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022wangyuyanBanTou"",""LerpFactor"":""0""}}]"
296,Hair,295,1,Hàm Phương Phát,M_hair_2022duanyu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022duanyu"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022duanyuBanTou"",""LerpFactor"":""0""}}]"
297,Hair,296,0,Bật Hoa Phát,W_hair_2022wangyuyan01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022wangyuyan01"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022wangyuyan01BanTou"",""LerpFactor"":""0""}}]"
298,Hair,297,1,Bật Hoa Phát,M_hair_2022duanyu01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022duanyu01"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022duanyu01BanTou"",""LerpFactor"":""0""}}]"
299,Hair,298,0,Viêm Dương Phát,W_hair_2022muguiyingzj,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022muguiyingzj"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022muguiyingzjBanTou"",""LerpFactor"":""0""}}]"
300,Hair,299,1,Viêm Dương Phát,M_hair_2022yangzongbaozj,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022yangzongbaozj"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022yangzongbaozjBanTou"",""LerpFactor"":""0""}}]"
301,Hair,300,0,Cảo Vũ Phát,W_hair_2022muguiyingzj06,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022muguiyingzj06"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022muguiyingzj06BanTou"",""LerpFactor"":""0""}}]"
302,Hair,301,1,Cảo Vũ Phát,M_hair_2022yangzongbaozj06,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022yangzongbaozj06"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022yangzongbaozj06BanTou"",""LerpFactor"":""0""}}]"
303,Hair,302,0,Nguyệt Nồng Phát,W_hair_2022suihan,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022suihan"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022suihanBanTou"",""LerpFactor"":""0""}}]"
304,Hair,303,1,Nguyệt Nồng Phát,M_hair_2022suihan,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022suihan"",""LerpFactor"":""0""}}]"
305,Hair,304,0,Chinh Nhung Phát,W_hair_2021dianfengsai,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021dianfengsai"",""LerpFactor"":""0""}}]"
306,Hair,305,1,Chinh Nhung Phát,M_hair_2021dianfengsai,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021dianfengsai"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021dianfengsaiBanTou"",""LerpFactor"":""0""}}]"
307,Hair,306,0,Tinh Vũ Phát,W_hair_2022xingchen,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022xingchen"",""LerpFactor"":""0""}}]"
308,Hair,307,1,Tinh Vũ Phát,M_hair_2022xingchen,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022xingchen"",""LerpFactor"":""0""}}]"
309,Hair,308,0,Sơ Vân Phát,W_hair_2021zigenmudan,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021zigenmudan"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021zigenmudanBanTou"",""LerpFactor"":""0""}}]"
310,Hair,309,1,Sơ Vân Phát,M_hair_2021zigenmudan,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021zigenmudan"",""LerpFactor"":""0""}}]"
311,Hair,310,0,Sơn Xuân Phát,NuZhuJiaoTouFaChunJieShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiChunJieShiZhuang"",""LerpFactor"":""0""}}]"
312,Hair,311,1,Sơn Xuân Phát,NanZhuJiaoTouFaChunJieShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiChunJieShiZhuang"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiChunJieShiZhuangBanTou"",""LerpFactor"":""0""}}]"
313,Hair,312,0,Tâm Du Phát,W_hair_2022qingluan,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022qingluan"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022qingluanBanTou"",""LerpFactor"":""0""}}]"
314,Hair,313,1,Tâm Du Phát,M_hair_2022qingluan,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022qingluan"",""LerpFactor"":""0""}}]"
315,Hair,314,0,Lan Tình Phát,W_hair_2022huachaojieB09,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022huachaojieB09"",""LerpFactor"":""0""}}]"
316,Hair,315,1,Lan Tình Phát,M_hair_2022huachaojieB09,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022huachaojieB09"",""LerpFactor"":""0""}}]"
317,Hair,316,0,Trường Thiên Phát,NuZhuJiaoTouFaJiaNianHuaShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiJiaNianHuaShiZhuang"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiJiaNianHuaShiZhuangBanTou"",""LerpFactor"":""0""}}]"
318,Hair,317,1,Trường Thiên Phát,NanZhuJiaoTouFaJiaNianHuaShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiJiaNianHuaShiZhuang"",""LerpFactor"":""0""}}]"
319,Hair,318,0,Đồng Vân Phát,NuZhuJiaoTouFaJiaNianHuaShiZhuang01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiJiaNianHuaShiZhuang01"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiJiaNianHuaShiZhuang01BanTou"",""LerpFactor"":""0""}}]"
320,Hair,319,1,Đồng Vân Phát,NanZhuJiaoTouFaJiaNianHuaShiZhuang01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiJiaNianHuaShiZhuang01"",""LerpFactor"":""0""}}]"
321,Hair,320,0,Phong Lộ Phát,W_hair_2022huazhaojieC,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022huazhaojieC"",""LerpFactor"":""0""}}]"
322,Hair,321,1,Phong Lộ Phát,M_hair_2022huazhaojieC,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022huazhaojieC"",""LerpFactor"":""0""}}]"
323,Hair,322,0,Liệt Phong Phát,W_hair_2022caoyuan,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022caoyuan"",""LerpFactor"":""0""}}]"
324,Hair,323,1,Liệt Phong Phát,M_hair_2022caoyuan,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022caoyuan"",""LerpFactor"":""0""}}]"
325,Hair,324,0,Hoa Đình Phát,W_hair_2022lvmaoqiu01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022lvmaoqiu01"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022lvmaoqiu01BanTou"",""LerpFactor"":""0""}}]"
326,Hair,325,1,Hoa Đình Phát,M_hair_2022lvmaoqiu01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022lvmaoqiu01"",""LerpFactor"":""0""}}]"
327,Hair,326,0,Liên Mộng Phát,W_hair_2022zidingyi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022zidingyi"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022zidingyiBanTou"",""LerpFactor"":""0""}}]"
328,Hair,327,1,Liên Mộng Phát,M_hair_2022zidingyi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022zidingyi"",""LerpFactor"":""0""}}]"
329,Hair,328,0,Xảo Linh Phát,W_hair_2022santugonger,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022santugonger"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022santugongerBanTou"",""LerpFactor"":""0""}}]"
330,Hair,329,1,Xảo Linh Phát,M_hair_2022santugonger,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022santugonger"",""LerpFactor"":""0""}}]"
331,Hair,330,0,Vân Quán Phát,W_hair_2022tonghua,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022tonghua"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022tonghuaBanTou"",""LerpFactor"":""0""}}]"
332,Hair,331,1,Vân Quán Phát,M_hair_2022tonghua,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022tonghua"",""LerpFactor"":""0""}}]"
333,Hair,332,0,Tinh Dạ Phát,W_hair_2022tonghua09,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022tonghua09"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022tonghua09BanTou"",""LerpFactor"":""0""}}]"
334,Hair,333,1,Tinh Dạ Phát,M_hair_2022tonghua09,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022tonghua09"",""LerpFactor"":""0""}}]"
335,Hair,334,0,Thương Phong Phát,W_hair_2022hsyanmenguanzc,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022hsyanmenguanzc"",""LerpFactor"":""0""}}]"
336,Hair,335,1,Thương Phong Phát,M_hair_2022hsyanmenguanzc,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022hsyanmenguanzc"",""LerpFactor"":""0""}}]"
337,Hair,336,0,Tình Chi Phát,W_hair_2021dailiuhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021dailiuhuang"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021dailiuhuangBanTou"",""LerpFactor"":""0""}}]"
338,Hair,337,1,Tình Chi Phát,M_hair_2021dailiuhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021dailiuhuang"",""LerpFactor"":""0""}}]"
339,Hair,338,0,Phương Phi Phát,W_hair_2023zifengche,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023zifengche"",""LerpFactor"":""0""}}]"
340,Hair,339,1,Phương Phi Phát,M_hair_2023zifengche,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023zifengche"",""LerpFactor"":""0""}}]"
341,Hair,340,0,Văn Uyên Phát,NuZhuJiaoTouFaKeJuShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiKeJuShiZhuang"",""LerpFactor"":""0""}}]"
342,Hair,341,1,Văn Uyên Phát,NanZhuJiaoTouFaKeJuShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiKeJuShiZhuang"",""LerpFactor"":""0""}}]"
343,Hair,342,0,Quyến Lữ Phát,W_hair_2023xianlv,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023xianlv"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023xianlvBanTou"",""LerpFactor"":""0""}}]"
344,Hair,343,1,Quyến Lữ Phát,M_hair_2023xianlv,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023xianlv"",""LerpFactor"":""0""}}]"
345,Hair,344,0,Lăng Thương Phát,W_hair_2023jianghu01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jianghu01"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jianghu01BanTou"",""LerpFactor"":""0""}}]"
346,Hair,345,1,Lăng Thương Phát,M_hair_2023jianghu01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023jianghu01"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023jianghu01BanTou"",""LerpFactor"":""0""}}]"
347,Hair,346,0,Túc Vân Phát,W_hair_2023jianghu02,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jianghu02"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jianghu02BanTou"",""LerpFactor"":""0""}}]"
348,Hair,347,1,Túc Vân Phát,M_hair_2023jianghu02,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023jianghu02"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023jianghu02BanTou"",""LerpFactor"":""0""}}]"
349,Hair,348,0,Vãn Hà Phát,W_hair_2023jianghu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jianghu"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jianghuBanTou"",""LerpFactor"":""0""}}]"
350,Hair,349,1,Vãn Hà Phát,M_hair_2023jianghu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023jianghu"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023jianghuBanTou"",""LerpFactor"":""0""}}]"
351,Hair,350,0,Trục Lãng Phát,W_hair_2023shatan,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023shatan"",""LerpFactor"":""0""}}]"
352,Hair,351,1,Trục Lãng Phát,M_hair_2023shatan,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":"""",""LerpFactor"":""0""}}]"
353,Hair,352,0,Nhu Oản Phát,W_hair_2023jingshiqipao,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jingshiqipao"",""LerpFactor"":""0""}}]"
354,Hair,353,1,Nhu Oản Phát,M_hair_2023jingshiqipao,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":"""",""LerpFactor"":""0""}}]"
355,Hair,354,0,Vân Dũng Phát,W_hair_2023longnv,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023longnv"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023longnvBanTou"",""LerpFactor"":""0""}}]"
356,Hair,355,1,Vân Dũng Phát,M_hair_2023longnan,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023longnan"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023longnanBanTou"",""LerpFactor"":""0""}}]"
357,Hair,356,0,Kim Phong Phát,W_hair_2023wangyuyan,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023wangyuyan"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023wangyuyanBanTou"",""LerpFactor"":""0""}}]"
358,Hair,357,1,Kim Phong Phát,M_hair_2023duanyu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023duanyu"",""LerpFactor"":""0""}}]"
359,Hair,358,0,Vũ Kết Phát,W_hair_2023heikongque,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023heikongque"",""LerpFactor"":""0""}}]"
