RowIndex,Tag,Symbol,Description,IncludeSign,Text,ChildrenJSON
434,Attribute,magic_skill_collide_event_2,Đánh trúng mục tiêu có tỷ lệ <color=#FFFF00>{0}%</color> kích hoạt: <color=#00FF00>{1}</color>,false,,
435,Attribute,magic_skill_vanish_event_2,Sau khi kết thúc có tỷ lệ <color=#FFFF00>{0}%</color> kích hoạt: <color=#00FF00>{1}</color>,false,,
436,Attribute,magic_skill_start_event_3,Có tỷ lệ <color=#FFFF00>{0}%</color> kích hoạt: <color=#00FF00>{1}</color>,false,,
437,Attribute,magic_skill_collide_event_3,Đánh trúng mục tiêu có tỷ lệ <color=#FFFF00>{0}%</color> kích hoạt: <color=#00FF00>{1}</color>,false,,
438,Attribute,magic_skill_vanish_event_3,Sau khi kết thúc có tỷ lệ <color=#FFFF00>{0}%</color> kích hoạt: <color=#00FF00>{1}</color>,false,,
439,Attribute,magic_skill_start_event_4,Có tỷ lệ <color=#FFFF00>{0}%</color> kích hoạt: <color=#00FF00>{1}</color>,false,,
440,Attribute,magic_skill_collide_event_4,Đánh trúng mục tiêu có tỷ lệ <color=#FFFF00>{0}%</color> kích hoạt: <color=#00FF00>{1}</color>,false,,
441,Attribute,magic_skill_vanish_event_4,Sau khi kết thúc có tỷ lệ <color=#FFFF00>{0}%</color> kích hoạt: <color=#00FF00>{1}</color>,false,,
442,Attribute,magic_skill_start_event_5,Có tỷ lệ <color=#FFFF00>{0}%</color> kích hoạt: <color=#00FF00>{1}</color>,false,,
443,Attribute,magic_skill_collide_event_5,Đánh trúng mục tiêu có tỷ lệ <color=#FFFF00>{0}%</color> kích hoạt: <color=#00FF00>{1}</color>,false,,
444,Attribute,magic_skill_vanish_event_5,Sau khi kết thúc có tỷ lệ <color=#FFFF00>{0}%</color> kích hoạt: <color=#00FF00>{1}</color>,false,,
445,Attribute,magic_skill_start_event_6,Có tỷ lệ <color=#FFFF00>{0}%</color> kích hoạt: <color=#00FF00>{1}</color>,false,,
446,Attribute,magic_skill_collide_event_6,Đánh trúng mục tiêu có tỷ lệ <color=#FFFF00>{0}%</color> kích hoạt: <color=#00FF00>{1}</color>,false,,
447,Attribute,magic_skill_vanish_event_6,Sau khi kết thúc có tỷ lệ <color=#FFFF00>{0}%</color> kích hoạt: <color=#00FF00>{1}</color>,false,,
448,Attribute,magic_autoskill_2,{0} có tỷ lệ <color=#FFFF00>{1}%</color> kích hoạt:,false,,
449,Attribute,magic_autoskill_3,{0} có tỷ lệ <color=#FFFF00>{1}%</color> kích hoạt:,false,,
450,Attribute,magic_autoskill_4,{0} có tỷ lệ <color=#FFFF00>{1}%</color> kích hoạt:,false,,
451,Attribute,magic_autoskill_5,{0} có tỷ lệ <color=#FFFF00>{1}%</color> kích hoạt:,false,,
452,Attribute,magic_autoskill_6,{0} có tỷ lệ <color=#FFFF00>{1}%</color> kích hoạt:,false,,
453,Attribute,magic_autoskill_7,{0} có tỷ lệ <color=#FFFF00>{1}%</color> kích hoạt:,false,,
454,Attribute,magic_autoskill_8,{0} có tỷ lệ <color=#FFFF00>{1}%</color> kích hoạt:,false,,
455,Attribute,magic_autoskill_9,{0} có tỷ lệ <color=#FFFF00>{1}%</color> kích hoạt:,false,,
456,Attribute,magic_autoskill_10,{0} có tỷ lệ <color=#FFFF00>{1}%</color> kích hoạt:,false,,
457,Attribute,magic_call_skill_base_on_target_buff,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
458,Attribute,magic_call_skill_base_on_target_buff_2,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
459,Attribute,magic_call_skill_base_on_target_buff_3,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
460,Attribute,magic_call_skill_base_on_target_buff_4,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
461,Attribute,magic_call_skill_base_on_target_buff_5,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
462,Attribute,magic_call_skill_base_on_target_buff_6,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
463,Attribute,magic_call_skill_base_on_target_buff_7,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
464,Attribute,magic_call_skill_base_on_target_buff_8,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
465,Attribute,magic_call_skill_base_on_target_buff_9,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
466,Attribute,magic_call_skill_base_on_target_buff_10,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
467,Attribute,magic_call_skill_base_on_target_buff_11,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
468,Attribute,magic_call_skill_base_on_target_buff_12,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
469,Attribute,magic_call_skill_base_on_target_buff_13,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
470,Attribute,magic_call_skill_base_on_target_buff_14,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
471,Attribute,magic_call_skill_base_on_target_buff_15,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
472,Attribute,magic_call_skill_base_on_target_buff_16,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
473,Attribute,magic_call_skill_base_on_target_buff_17,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
474,Attribute,magic_call_skill_base_on_target_buff_18,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
475,Attribute,magic_call_skill_base_on_target_buff_19,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
476,Attribute,magic_call_skill_base_on_target_buff_20,Khi mục tiêu có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
477,Attribute,magic_skill_conflict,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
478,Attribute,magic_skill_conflict_2,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
479,Attribute,magic_skill_conflict_3,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
480,Attribute,magic_skill_conflict_4,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
481,Attribute,magic_skill_conflict_5,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
482,Attribute,magic_skill_conflict_6,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
483,Attribute,magic_skill_conflict_7,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
484,Attribute,magic_skill_conflict_8,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
485,Attribute,magic_skill_conflict_9,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
486,Attribute,magic_skill_conflict_10,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
487,Attribute,magic_skill_conflict_11,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
488,Attribute,magic_skill_conflict_12,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
489,Attribute,magic_skill_conflict_13,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
490,Attribute,magic_skill_conflict_14,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
491,Attribute,magic_skill_conflict_15,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
492,Attribute,magic_skill_conflict_16,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
493,Attribute,magic_skill_conflict_17,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
494,Attribute,magic_skill_conflict_18,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
495,Attribute,magic_skill_conflict_19,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
496,Attribute,magic_skill_conflict_20,Không tác dụng cùng <color=#00FF00>{0}</color>,false,,
497,Attribute,magic_require_buff,Yêu cầu trạng thái <color=#00FF00>{0}</color>,false,,
498,Attribute,magic_require_invisibility,Chỉ sử dụng được khi ở trạng thái <color=#00FF00>tàng hình</color>,false,,
499,Attribute,magic_require_puppet,<color=#ffb3eb>Chỉ sử dụng được khi có ly nhân</color>,false,,
500,Attribute,magic_activate_at_puppet,<color=#ffb3eb>Ảnh hưởng tại vị trí của ly nhân</color>,false,,
501,Attribute,magic_skill_eighthbook_diff,Căn cứ theo <color=#FFFF00>độ lệch tâm pháp</color> của quyển <color=#00FF00>bí tịch thứ 8</color>,false,,
502,Attribute,magic_instant_enemy_buff,,false,,
503,Attribute,magic_instant_self_buff,,false,,
504,Attribute,magic_unbreakable_rage,Nộ khí không thể bị triệt tiêu từ bên ngoài,false,,
505,Attribute,magic_exp_multiple,Kinh nghiệm nhận được khi giết quái: <color=#FFFF00>+{0}%</color>,false,,
506,Attribute,magic_pet_exp_multiple,Kinh nghiệm trân thú nhận được khi giết quái: <color=#FFFF00>+{0}%</color>,false,,
507,Attribute,magic_changemap,Dịch chuyển đến: <color=#FFFF00>{0}</color>,false,,
508,Attribute,magic_ext_prop_1,Tự động nhặt vật phẩm ở xung quanh,false,,
509,Attribute,magic_ext_prop_2,Miễn nhiễm với độc tử khí ở <color=#00FF00>Tần Hoàng Địa Cung</color>,false,,
